	acinar	ductal	delta	activated_stellate	alpha	beta	epsilon	gamma	endothelial	quiescent_stellate	macrophage	schwann	mast	t_cell
Sub53	0.181437001586186	0.0007482405536337	1.20041896185378e-06	0.120948527395045	0.475387162026268	0.159781328463561	2.09393877791526e-06	0.0039208778957248	0.0541334692497691	1.7764667067894e-05	0.0019687742376628	9.32909101446685e-05	0.0015556247146228	4.64394257449549e-06
Sub54	0.127193567861012	0.0405687986353874	0.0068101070126303	0.0743744334966368	0.311297768045261	0.348652782629572	3.7315231700969e-05	0.0015286017842528	0.0608755292329978	0.0169144085033271	0.0034264458624302	0.0076790794577792	0.0006066692646712	3.44929823410162e-05
Sub55	0.182100845367863	0.0228323147981479	0.0052072592004978	0.0357844540400081	0.476780294292545	0.21370174679557	0.0008063832247731	0.0139675137198999	0.0249774917071832	0.0108422506099414	0.00732740167167	0.0053644018943283	0.0002990808329018	8.56184467054116e-06
Sub56	0.0594292845832586	6.8528558203313e-07	4.6665457138988e-07	0.0922450419165891	0.689520601057622	0.112093180384035	9.84028174472721e-07	0.0010841436972179	0.0328021304431687	0.003644618435439	0.0051011877919707	9.34843219891124e-06	0.003918513477286	0.0001498138128859
Sub57	0.0170585223788222	0.0192885435160004	4.21101139168952e-06	0.121196848264519	0.380600837463126	0.402453211852913	0.004915773611629	1.47454216490402e-06	0.0370939933378191	0.0074335434553804	0.0086654809181716	1.12281278264392e-05	0.0012327017352158	4.36297850209269e-05
Sub58	0.0390951615512934	0.0464892559914833	0.0130022508614791	0.0245499977327498	0.308597248925627	0.479795245034122	0.0127029286443158	0.002639408754792	0.0465366697292127	0.0121398549636056	0.0013792970308539	0.0125039517649518	0.0005623436003658	6.38541514722624e-06
Sub59	0.106409933144674	0.0310206723589965	0.0070850037628292	0.06662088487931	0.454191494434841	0.270726084345436	0.0046021942828171	0.0065306754560201	0.0436179943629759	0.0030089716168775	0.0056606164463851	9.31910266791122e-06	0.0005087125910361	7.44321513378105e-06
Sub60	0.0888790295622815	0.0028900245950128	0.006940750988919	0.0431605613446636	0.680864004356854	0.146606946303734	0.002256371169019	0.000107207321876	0.0209356371207593	1.82086112418983e-05	0.0072050284508451	1.64272095928702e-05	0.0001144183401411	5.3846250598731e-06
Sub61	0.466304462289724	0.0101953691840285	0.0066843050412787	0.0236638604130884	0.246353060405863	0.185837329436528	9.40424561027912e-06	0.0043559574496424	0.0373360646454468	0.008470458503862	0.0032376322480397	0.0040307312036289	0.0025884159081869	0.0009329490250724
Sub62	5.69128048306617e-07	0.0223267053871272	0.0019135337939103	0.112252235497223	0.142611163924696	0.630344442335916	0.0318661365513117	0.0023917469554753	0.0378292912698596	0.0056138556468361	0.0127808106675826	3.24236967161382e-06	6.42385346463494e-05	2.02793769571432e-06
Sub63	0.028656979764177	0.0030396659566003	0.00018211265293	0.0802412923140604	0.119384673011079	0.616432993195151	0.0278177459602491	8.40114561361224e-07	0.0715711300411501	0.0454094331150304	0.0023593039633811	0.0031550334361793	0.0017449958528378	3.80062261333393e-06
Sub64	0.0692727636230433	0.000145814659855	1.43397459190635e-06	0.0535367645890888	0.187642671271713	0.49501875935373	0.0055786893798301	6.65022697068315e-06	0.105293355403084	0.0558998415686982	0.0002859468339401	0.0221830710663952	0.0050856828292287	4.85552198313445e-05
Sub65	0.0547414855890561	1.50823482669162e-06	0.0002687788930724	0.107694743128073	0.345943548756469	0.282830705991547	3.16798557334244e-06	0.0812239332598356	0.073167989640274	0.0191568567804336	0.0107502185128766	0.0198319560497635	0.0036996955336937	0.0006854116445063
Sub66	0.043392339733329	0.0382531717734141	0.0087410147243918	0.045183973497826	0.400776277584149	0.287039073848829	0.0057054725284419	0.0136008762039137	0.0941519861571558	0.0162470948678997	0.0010939637069828	0.0380827902057388	0.007057888325019	0.0006740768429087
Sub67	0.133972828909786	1.15660729790417e-05	6.82746758739746e-07	0.0667770214329612	0.354655243437625	0.340006952326635	0.021411920009011	0.0009218913914178	0.0646265794625957	0.0101860003124189	0.0031424047746179	0.0027304137528513	0.0015243483903992	3.21469799423529e-05
Sub68	0.0524193829420359	0.0445262668122981	0.0212918369641475	0.144969332172551	0.15544617034003	0.434029881615095	0.0021869657933043	0.0049181906488632	0.105705017562393	0.0252787055707161	0.0037149679989666	0.0038994587355106	0.0016014873267437	1.23355173447468e-05
Sub69	0.0361027522291654	0.0334194597252728	0.035949029595387	0.0422112412808922	0.194558074006157	0.553379213275474	0.0123430959443781	3.54012073294775e-06	0.0689588701850277	0.0184258051531262	0.0006160657430987	0.002954904078827	0.0010741445049519	3.80415750915429e-06
Sub70	0.0022240291353567	2.09658981513954e-06	9.93988009151616e-07	0.179385441652909	0.434727385085147	0.316042121081247	0.0070814835927514	0.0006744671799729	0.0526622373546266	1.18478165166344e-05	0.0059032162527668	2.31145461960529e-06	0.0012800869670683	2.28184919312509e-06
Sub71	8.75236979592348e-07	3.03394033530965e-06	3.47997554381766e-06	0.0213180914777914	0.554366661531659	0.389585784101731	0.0250304139672182	1.59966917152913e-06	0.0070594688057454	3.68914254126618e-06	0.0026180929180399	1.73838572915451e-06	5.33936730005073e-06	1.73148021334244e-06
Sub72	1.0568272858413e-06	0.0464943899747128	0.0013667655882046	0.155423549384371	0.10843760926834	0.550122906391827	0.0104279954392967	0.001995266273179	0.0896606580788269	0.0250587047215627	0.0055462915782995	0.0039041205774223	0.0015584991889399	2.1867077317985e-06
Sub73	0.0164549371956589	1.54795105839677e-06	0.0027255017200508	0.0770027213191807	0.381998411827923	0.479340523541316	0.0024913964793605	0.0014433341589406	0.0360546848855726	1.13769240441366e-05	0.0016784833877619	1.10393636254352e-05	0.0007832533506553	2.78789485076331e-06
Sub74	0.0373603440125028	6.23591493881612e-07	5.33225211443251e-07	0.0540110894443686	0.724420074163621	0.159547435275207	1.38306978909032e-06	0.001421937363267	0.0218901673463221	4.97374582815813e-06	0.0011805273238315	1.8843462745995e-06	0.0001504411516042	8.58594067919719e-06
Sub75	8.94998872751827e-07	4.50429544427644e-06	1.15195436026446e-06	0.175360373576841	0.444618664444305	0.30596591250025	0.0092120310610579	0.0022642424229524	0.0566127713314286	7.95128340693789e-05	0.0047103353829716	1.52256754286957e-05	0.0011508997666611	3.47975535736383e-06
Sub76	0.0237289241708461	0.0574199399885224	0.0461285094928855	0.0769758227620199	0.11766763526741	0.596217711341488	1.44929357100163e-05	0.0039974153341119	0.0676066954872208	0.0056622625804266	0.0009073987102322	0.0025981916508218	0.0010725126045267	2.48767377720049e-06
Sub77	0.0350187971368848	1.55169548009418e-05	1.83922481294797e-05	0.0969439893783521	0.439501576491808	0.307316434194285	0.0006015832222918	0.0002108014383334	0.0845835011615649	0.0183284612469184	0.002760761647299	0.0122379974951256	0.0023976087841622	6.45786000443294e-05
Sub78	7.61602978816567e-06	0.0320765169534499	0.0155835762532934	0.285556804100463	0.109986048054925	0.469754780512403	0.0010728919764308	0.0011469180268273	0.0665369243023114	0.0080159687410472	0.0090126958671955	7.48832782489804e-06	0.0012400556050412	1.71524899810076e-06
Sub79	0.0282041934209615	1.22612196846721e-06	2.47605113030858e-06	0.175627649209565	0.447854528397434	0.308213930574482	0.0001976989757462	1.02420808542806e-06	0.0342433475791047	2.46003042101363e-06	0.0042024276842608	3.75705348868968e-06	0.0013944020699002	5.08786234519552e-05
Sub80	0.0053145168892027	9.25972731828358e-07	5.24848260930162e-07	0.135809261330796	0.675356624965122	0.148899394545855	0.002105268646004	6.61737100839472e-07	0.0281886157761126	2.16783725483654e-06	0.0022054218901058	1.57525341209423e-06	0.0018598976535543	0.0002551426544859
Sub81	5.08660727745042e-07	0.0221870707537277	0.0005209918736359	0.144122322707303	0.228152611714896	0.526265912567849	0.0295912390153057	2.11559889070716e-06	0.0461987184388018	0.0005379580712889	0.0014360653564237	8.01918772525062e-06	0.0009745251703199	1.94088310487857e-06
Sub82	0.100349228324817	0.0308031923350274	0.0023712588322383	0.226953715105232	0.43106118244919	0.118004906636863	1.01421315891259e-06	0.0063671778405141	0.0801546410302158	1.23973735103748e-06	0.0019368411018194	2.46352091154858e-06	0.0011546939813136	0.0008384448913462
Sub83	0.0276350680759654	1.16744819286043e-06	5.41911211945361e-07	0.0673267580612777	0.694262099214544	0.189051663259445	1.01668428492951e-06	8.40579612135496e-07	0.0104996137456945	0.0005698752048064	0.0070045563999218	0.0019225756753067	0.001571677733041	0.0001525460066954
Sub84	0.0034953448077485	1.06606555767428e-05	7.91346216290012e-07	0.232283248758799	0.333313947612049	0.29954577708296	0.0087781236950995	4.52306247826673e-06	0.118007611224999	2.45668946638419e-06	0.0020616100401758	3.54962150141964e-06	0.0024801816682159	1.21737347141036e-05
Sub85	0.0064454045817855	2.09585468677661e-05	3.05767665477672e-06	0.10115507522877	0.389884462485952	0.43926780149865	0.0153346123657458	0.0003413157837951	0.0460236023228606	1.16696944877942e-05	0.0010959195049739	4.01990468299136e-06	0.0004084009072654	3.69949750818117e-06
Sub86	0.0164750024459493	8.1101874100292e-06	1.11485506225008e-05	0.161284602244239	0.344092990162459	0.422505912533632	0.013236153458758	1.37729141172937e-06	0.0381370060174828	8.51243893924186e-06	0.0012246736876328	0.0014978207420766	0.0015134877124845	3.20252690123633e-06
Sub87	0.0247039245229351	1.26876154533758e-06	0.0007192288066237	0.126056249085472	0.357825337966319	0.329908806200165	2.59982290417658e-06	0.0094346947095777	0.0929368847997521	0.0276970324058524	0.016325602983661	0.0121583922827556	0.0021466722654603	8.33053869767424e-05
Sub88	8.47317855932263e-07	0.0156035703840536	0.0239689884854008	0.0904016892603463	0.0442173465611589	0.720766943811779	0.0154039080564493	0.0285122867174668	0.050399917286138	0.0050961291059698	0.0020420316790361	0.0025656340747053	0.0010158649920716	4.84226756764219e-06
Sub89	0.0005373320215434	0.0254915756958025	0.0177497258810193	0.0776714175658392	0.086029839030555	0.677176869216306	0.0005121209473401	0.0043643650927741	0.0711702439898532	0.0234680775286764	0.0043357080256993	0.0102094767381656	0.0012487361221737	3.45121442520359e-05
