	Inhibitory	Excitatory	Oligodendrocyte	Astrocyte	OPC	Microglia	Endothelial	VLMC	Pericyte
15113169	0.0957166588475212	0.0	0.223123711300156	0.0946380624880083	0	0.106295260005299	0.130441448007591	0.0006003397959006	0.349184519555524
15114174	0.148155964767371	5.89833947891377e-05	0.18159618147947	0.0703029407679805	0	0.136291817828477	0.127400604785635	0.0	0.336193506976279
15115927	0.126617004430918	0.0	0.183094618720456	0.0893927540383777	0	0.127191240326455	0.144434883842725	0.0	0.329269498641068
15121461	0.0820720113898305	0.0	0.29708269055359	0.0783292992731074	0	0.0926469222423246	0.13651829441187	0.0	0.313350782129278
15138884	0.138340477355425	6.87779864086981e-05	0.216347303804182	0.0939138401730045	0	0.115048810607626	0.124176829689322	0.0	0.312103960384032
15144878	0.153582866171459	0.0003582581050805	0.223415674235582	0.0810947394026277	0	0.113663216313818	0.118581966488111	0.0009669426724814	0.308336336610841
15161351	0.139476152315158	0.0	0.19127618573801	0.104625896771811	0	0.108823410858662	0.121119700213923	0.0002059380161174	0.334472716086319
15176592	0.195483242036742	0.010248469576403	0.174267650645929	0.0596776860756405	0	0.146910715652741	0.113926025572451	0.0	0.299486210440094
15218541	0.119849430543853	0.0	0.233316599993655	0.0919864427770564	0	0.114420571568261	0.128537088355693	0.0	0.311889866761482
15387421	0.110790414149629	0.0	0.280221524473133	0.0725260630696221	0	0.101103436730654	0.133346961255158	0.0	0.302011600321804
15420223	0.140179429206654	2.86501030934924e-05	0.199214376974226	0.103202186606336	0	0.111156087106343	0.128515867501529	0.0	0.317703402501818
15495024	0.0817109431969354	0.0	0.284649288526588	0.0864598474558421	0	0.0928182754813338	0.134480746398095	0.0003492774767396	0.319531621464465
15712086	0.123023784791292	0.0	0.209610448310227	0.119408772719341	0	0.109628623492906	0.116507756406669	0.0003363364370226	0.321484277842541
15738428	0.137263576661409	0.0	0.190740801234995	0.0918021946579086	0	0.138133490863645	0.12621292882336	0.0	0.315847007758683
15844425	0.179683126669487	0.0006513673993885	0.158166724085609	0.101911777084046	0	0.13120923556098	0.113660335996458	0.0	0.314717433204031
16513683	0.0816706381918473	0.0	0.241731415758898	0.098521366088875	0	0.115405183020959	0.147714776626257	0.0	0.314956620313164
17219510	0.101060047761656	0.0	0.238990835694862	0.0876965360270028	0	0.116372623153033	0.132764216903222	0.0	0.323115740460224
17929065	0.136866237239525	0.0001722242089974	0.223401837320929	0.0613353195787191	0	0.117229803000208	0.157163648196442	0.0	0.303830930455179
18414513	0.0886154731548226	0.0	0.246653122177544	0.123251680854244	0	0.0893179105310177	0.101495210328567	0.0	0.350666602953805
20102505	0.131684139969731	0.0	0.300686833590762	0.0924022582981439	0	0.105076423822691	0.0885167516180763	0.0	0.281633592700596
20104101	0.0888084502911163	0.0	0.25236006465031	0.107099182820349	0	0.104813847987766	0.140230093962176	0.0	0.306688360288283
20105242	0.136102344242608	0.0	0.21642303755391	0.0918257777516856	0	0.108109001242126	0.122061579779032	0.0002335819898189	0.32524467744082
20115276	0.119230655326084	0.0	0.20109051619168	0.0950131118528897	0	0.103677650139666	0.136647695926971	0.0	0.34434037056271
20120255	0.142029067365108	0.0	0.256318505938829	0.0638759225935614	0	0.127746471467705	0.121345734381179	0.0	0.288684298253617
20124321	0.100739633781627	0.0	0.258832947793771	0.10740789731839	0	0.09820849386314	0.122969382308073	0.0	0.311841644934998
20139562	0.103170691395656	0.0	0.240034256682506	0.120715532358028	0	0.114524639337403	0.110548458818252	0.0	0.311006421408155
20139850	0.180070989889535	0.0001600738414082	0.159320141676889	0.0970074342777412	0	0.13120312152868	0.120638011353484	0.0	0.311600227432263
20143248	0.0835717703530872	0.0	0.297127132191772	0.0702517079525411	0	0.0820814851295633	0.154988789194065	0.0	0.311979115178971
20147026	0.180873688119172	0.000166078490164	0.17320821840884	0.0733941447453413	0	0.147399014044785	0.11249039093277	0.0	0.312468465258928
20147440	0.121357163609214	8.63976384670528e-06	0.265217165319958	0.0886834016248606	0	0.117413728926497	0.1109632823511	0.0	0.296356618404524
20148879	0.133562400926326	0.0	0.208935514360404	0.0929921312455287	0	0.123779231483403	0.103370995777508	0.0004880890262903	0.33687163718054
20149910	0.148488833219366	0.0	0.159888634223544	0.0985052692221944	0	0.136436542260462	0.129379498056821	0.0	0.327301223017613
20151388	0.113913167980803	0.0	0.263921183376528	0.118814448082881	0	0.0919904760916538	0.101748151696993	0.0005769638647313	0.309035608906411
20152393	0.149683013777036	0.0	0.239505835675941	0.0931224618466494	0	0.112072121323952	0.115100479010724	0.0	0.290516088365697
20154287	0.12777703370862	0.0	0.225681432414582	0.0767748102864307	0	0.128524428364188	0.129206464580347	0.0	0.312035830645833
20156469	0.112115549190177	0.0	0.219674991820584	0.0731045918427385	0	0.137452876751609	0.117889062363841	0.0	0.33976292803105
20171508	0.145239743336768	0.0001952667721394	0.224566236488673	0.0720160097960984	0	0.123374245069047	0.120486895331857	0.0	0.314121603205417
20173942	0.119842220589236	0.0	0.271964501920254	0.0589618693601794	0	0.11271555291142	0.136366093660348	0.0	0.300149761558563
20174533	0.0668210002735064	0.0	0.263006271200689	0.119242622232782	0	0.0966083803263862	0.12494327844122	0.0	0.329378447525416
20177982	0.143658329905738	0.0001361655587155	0.251648015679643	0.0663369712852427	0	0.11053214274955	0.106967928061108	0.0	0.320720446760004
20178447	0.103164265443904	0.0	0.253171012123306	0.0627178818478364	0	0.12496128901613	0.145456858407096	0.0	0.310528693161728
20179164	0.122360585602331	0.0	0.182926275755346	0.120283525254772	0	0.111289614020426	0.136655199900241	0.0	0.326484799466884
20185860	0.210862985863926	0.0099763699726428	0.180690014328198	0.0665316207089147	0	0.136282159087061	0.0941492918538603	0.0	0.301507558185397
20187042	0.142483253266838	0.0040623354387941	0.233020309396914	0.0820639499473664	0	0.113995492890658	0.104746581059508	0.0	0.319628077999921
20195344	0.0925322923840889	0.0	0.334876360410409	0.0696510414138385	0	0.087762515357275	0.12162220721903	0.0003210596283009	0.293234523587058
20197364	0.114469632482971	0.0002548093275435	0.231169694625273	0.0553674278255148	0	0.100076113419026	0.145442793852187	0.0	0.353219528467485
20201189	0.0966352109644699	0.0	0.212713911730629	0.0895471074828409	0	0.127419270074554	0.144626564435534	0.0	0.329057935311973
20201927	0.131534333102024	0.0	0.201882062484942	0.105993433886233	0	0.12409226243405	0.116572835395463	0.0	0.319925072697289
20204538	0.156970447033865	0.0002201844483386	0.203956898324807	0.0826433048136388	0	0.129489657224554	0.110708182534092	0.0	0.316011325620705
20205705	0.109848313107643	0.0	0.291752623453345	0.0956615415591515	0	0.0841499116196495	0.116315932967351	0.0	0.30227167729286
20207013	0.0794491575097301	0.0	0.25933373833801	0.105120883795273	0	0.0933531395765956	0.127337900339753	0.0	0.335405180440638
20221273	0.178292463160534	0.0	0.190443603367868	0.0752541571125251	0	0.129682705067466	0.108697796890287	0.0	0.31762927440132
20225925	0.186338358012087	0.0004741680260322	0.236765712846467	0.0571882276404405	0	0.11701877970318	0.11439745339848	0.0	0.287817300373313
20232474	0.113721707682326	0.0	0.243563956070109	0.0991375025430695	0	0.118545452050608	0.115671529186281	0.0	0.309359852467606
20233939	0.0581434190411413	0.0	0.265330875362375	0.138827722518177	0	0.101964355141861	0.114305642548974	0.0	0.321427985387472
20240514	0.140301055346729	0.0	0.21725364107998	0.0931684819898088	0	0.125519677904122	0.121055321721971	0.0	0.302701821957389
20242958	0.0987498667656106	0.0	0.263202562428949	0.0874903941448373	0	0.105708483694281	0.124568881533806	0.0003551400540297	0.319924671378486
20244554	0.168659519250349	0.000174483406283	0.166015803134484	0.0779935520926922	0	0.138031220464866	0.123984265435767	0.0	0.325141156215558
20249897	0.159044075465262	0.0001737216329003	0.269450793315028	0.0842522004194339	0	0.122426362617121	0.0946116356957825	0.0	0.270041210854472
20251553	0.0983972456429417	0.0	0.321155695885668	0.0721863134965285	0	0.0986045044667741	0.134866451366942	0.0001713915005066	0.274618397640639
20252720	0.148122470330119	0.0	0.186467126635845	0.10407185738071	0	0.134685579396132	0.119650510054424	0.0	0.30700245620277
20254164	0.100217231239497	0.0	0.179226797847799	0.133220848553303	0	0.117781585453075	0.121838557414468	0.0	0.347714979491858
20254876	0.0782657989926503	0.0	0.255464564441092	0.0977080884737056	0	0.0977093934373855	0.135783658872654	0.0	0.335068495782512
20254902	0.0877191377997496	0.0	0.257190504350945	0.0924127360938215	0	0.104103517207024	0.130597023562612	0.0	0.327977080985847
20260284	0.0786024203258355	0.0	0.261701010225552	0.118436109388523	0	0.0951149242516762	0.112658787034939	0.0	0.333486748773475
20260734	0.0655507792457615	0.0	0.295148911658028	0.119593460514788	0	0.0797796721530333	0.125120110714909	0.0	0.31480706571348
20261901	0.10431986180733	0.0	0.181280224785697	0.120354806669819	0	0.0979788021419963	0.13242150029822	0.0006568156863311	0.362987988610605
20263921	0.0659899353431465	0.0	0.278407775809017	0.0983395809304845	0	0.0869247411144511	0.14278996554654	0.0003665436168491	0.327181457639511
20264936	0.177510610997214	0.0004514338624824	0.171917016857288	0.0634608520478309	0	0.135900305319633	0.115612842697459	0.0	0.335146938218093
20267709	0.0695338647487585	0.0	0.214328764819258	0.0828462484314357	0	0.118769220684217	0.165334890434732	0.0	0.349187010881598
20270768	0.151191656597372	0.0	0.200515993375558	0.0890352846075423	0	0.133163588402554	0.121422665609447	0.0	0.304670811407527
20270920	0.206083875586469	0.0036315740766378	0.17711170792169	0.0677247364405749	0	0.13014815934293	0.107434906804212	0.0	0.307865039827486
20271359	0.157759637456884	0.0001725569852211	0.234838985043879	0.0666685848948991	0	0.122005899299489	0.120200541135712	0.0	0.298353795183916
20275399	0.103251981064157	0.0	0.255141388617492	0.102061692553705	0	0.105731869292647	0.108889253898439	0.0	0.32492381457356
20280666	0.108656432166677	0.0	0.190009448240052	0.11877773980122	0	0.115274119735914	0.137086667603125	0.0	0.330195592453012
20297791	0.113006971408374	0.0	0.20669997305926	0.09357476468904	0	0.109956198422453	0.130922388473704	0.0002070247549958	0.345632679192173
20299973	0.107211937752103	0.0	0.283683145002156	0.0580309092742713	0	0.113569322670289	0.129527649605485	0.0	0.307977035695696
20311676	0.128537760751451	0.0	0.225942648957036	0.0907479690177189	0	0.127586047416008	0.11099412459637	0.0	0.316191449261416
20344143	0.124791603414185	0.0	0.238479046934617	0.0663458205312634	0	0.121106591869802	0.132557292837832	0.0	0.316719644412301
20358955	0.201216135261677	0.0002923857145614	0.172186271807885	0.0606489938384132	0	0.14871871123729	0.11588273024957	0.0	0.301054771890603
20365116	0.0677480631929391	0.0	0.197163862621919	0.105708247737553	0	0.112872773797524	0.148323195744479	0.0	0.368183856905586
20376029	0.0920194707564903	0.0	0.230939374550393	0.0831943414081117	0	0.132629959058558	0.14493673651977	0.0	0.316280117706676
20390027	0.0987100679811807	0.0	0.275739455516629	0.0578007225181076	0	0.112890322791357	0.13807698240817	0.0	0.316782448784555
20399274	0.123450184400009	0.0	0.254953676247157	0.100862796521735	0	0.11457683046622	0.106234086318198	0.0004934998871154	0.299428926159565
20416210	0.125904246998532	0.0	0.172505260668722	0.10833197033282	0	0.106987760249047	0.136828184980837	0.0003441235257928	0.34909845324425
20431359	0.0653844984757757	0.0	0.261106892646854	0.148897364095073	0	0.0919616159365386	0.118157794194575	0.0	0.314491834651184
20453625	0.146335010161629	2.75884870327952e-05	0.247918188871256	0.0708974461994795	0	0.11637396668183	0.110264841941657	0.0	0.308182957657115
20455807	0.076887923555634	0.0	0.262616122715368	0.0966985432757652	0	0.117058220140256	0.115536332184406	0.0	0.331202858128571
20487369	0.171878515753993	0.000267441531153	0.169780925220723	0.0725707764103708	0	0.129763918825756	0.137150516137554	0.0	0.31858790612045
20494368	0.110439337173076	0.0	0.18948641245032	0.119230745315966	0	0.119612194659849	0.127085584381261	0.0	0.334145726019527
20500815	0.224001788296909	0.0016592529599726	0.123214050856935	0.0584484402400771	0	0.150104270529697	0.123126596442716	0.0	0.319445600673694
20501668	0.117695612470894	4.78611117358043e-05	0.206688123682921	0.0877640457113592	0	0.110835118055621	0.14027862512175	0.0	0.336690613845719
20504017	0.117274806828883	0.0	0.233622815664522	0.105694869314425	0	0.113453240109084	0.113538911050311	0.0	0.316415357032775
20521752	0.137357936689692	1.07195176865228e-05	0.177176073334912	0.12344339970601	0	0.124693772044702	0.104754727937743	0.0	0.332563370769255
20532115	0.11638354962825	0.0	0.229623129677353	0.101051636756595	0	0.108983917418378	0.119968157475687	0.0006971816429577	0.323292427400779
20559562	0.107422992357091	0.0	0.214586753918916	0.0972536136768044	0	0.113986809239665	0.116002640991989	0.000360589607159	0.350386600208376
20561642	0.0846294337571966	0.0	0.341959729420997	0.0469139807188555	0	0.096824786601742	0.140013255372113	0.0	0.289658814129096
20569910	0.121197517960706	3.29923384637968e-05	0.220165558474938	0.0932291950443862	0	0.120902830407978	0.124177106016131	0.0	0.320294799757398
20583594	0.178340875616566	0.0	0.179625109606748	0.107233649295605	0	0.118284640582405	0.0952841364904406	0.0004391244645425	0.320792463943693
20584923	0.067103938509539	0.0	0.266383601844371	0.12877673866554	0	0.0945118746807875	0.126273761339744	0.0	0.316950084960019
20594407	0.140239804646919	0.0	0.208101165604292	0.105569857295884	0	0.113394156495256	0.0913786690603624	0.0003623112639075	0.340954035633379
20602974	0.148569381856196	3.40702020077706e-05	0.16354096132128	0.0889762747131641	0	0.144523921065266	0.124518483993224	0.0	0.329836906848862
20603141	0.0952793627108524	0.0	0.223200483369499	0.0770655568382714	0	0.113645105409146	0.147918888520471	0.0	0.342890603151761
20610726	0.116401114435523	0.0	0.310859581195371	0.0725461072088007	0	0.0951479498628826	0.110375629059748	0.0003465857217275	0.294323032515948
20611993	0.121895652701687	0.0	0.187733364932908	0.107397556483724	0	0.118100526493247	0.121687703828653	0.0	0.343185195559781
20630946	0.159093001844065	3.90603274702925e-05	0.186297997528979	0.0901870655963047	0	0.129926925004735	0.119509903011106	0.0	0.31494604668734
20646778	0.137884459702698	0.0	0.286766490645922	0.0741140335516172	0	0.114632295409639	0.108341527462546	0.0	0.278261193227578
20656964	0.137493875864915	0.0	0.171980535329212	0.118356114689954	0	0.111637327094632	0.126188587010869	0.0	0.334343560010417
20665307	0.128050103028483	0.0	0.23879424214158	0.0928733204439977	0	0.109904182888456	0.114422773823099	0.0	0.315955377674385
20674902	0.0839270653961637	0.0	0.27849989007223	0.0968510710200171	0	0.086948756435315	0.128165310512944	0.0002491904246506	0.32535871613868
20683921	0.12115174503683	0.0	0.189846878060166	0.0803746513401424	0	0.134266652616272	0.153060338386796	0.0	0.321299734559795
20706215	0.0531682748184587	0.0	0.233413234831594	0.118384061328098	0	0.0997464382779416	0.154393201864443	0.0	0.340894788879464
20726273	0.111932160209802	0.0	0.236299823172534	0.0920336557648909	0	0.101593752391379	0.122240839209996	0.0003374543411037	0.335562314910295
20730959	0.137118449017026	0.0	0.18285458980703	0.099267285349887	0	0.132216434896057	0.124631345219117	0.0	0.323911895710883
