	Inhibitory	Excitatory	Oligodendrocyte	Astrocyte	OPC	Microglia	Endothelial	VLMC	Pericyte
10101327	0.150786938089461	0.0002064309240116	0.219883199216211	0.0776397718935109	0	0.115878791021152	0.112446398590832	0.0	0.323158470264821
10101589	0.0926532077875369	0.0	0.183919353056943	0.112030279584366	0	0.0981264066092173	0.156691845323798	0.0	0.356578907638139
10202345	0.140425669318131	9.71046716637235e-05	0.207822265833809	0.0731528947457979	0	0.141642010046199	0.124365301789486	0.0	0.312494753594913
10203224	0.208977022616189	0.0139892604630326	0.209101132917326	0.041936879902731	0	0.127656898143296	0.111042891645486	0.0	0.287295914311939
10205244	0.114190905203493	0.0	0.273333564659704	0.101816601350124	0	0.108890513951283	0.1080916215987	0.0	0.293676793236695
10208143	0.189315537385477	0.0007170695956407	0.191780751664406	0.0641286232609556	0	0.122102409989669	0.104938078125395	0.0	0.327017529978458
10218339	0.135321276516363	0.0	0.24081084928568	0.0864437652612437	0	0.113324936505481	0.119355067105865	0.0	0.304744105325367
10222853	0.15617801656309	0.0	0.220632003169919	0.0708952365127979	0	0.13167777244184	0.123647707620438	0.0	0.296969263691914
10246987	0.21252451778931	0.0011239760622675	0.106135439142927	0.0578634907538132	0	0.153639724222774	0.133831912689512	0.0	0.334880939339396
10248033	0.139926503701675	0.0	0.205188835952354	0.117337115692474	0	0.108926219261863	0.107349979758372	0.0	0.321271345633263
10249336	0.11833303831753	0.0	0.249269908909828	0.09067686867832	0	0.111721167671989	0.113186787351935	0.000366092515418	0.316446136554981
10253148	0.112660555608416	0.0	0.153763979074553	0.130793330729298	0	0.146013706368027	0.132224240958946	0.0	0.32454418726076
10260309	0.0970953484647882	0.0	0.236515920726781	0.11126137692887	0	0.110636600970731	0.12268785606631	0.0	0.32180289684252
10262905	0.152540642284864	0.0	0.231160986454535	0.0820124754733812	0	0.120034133346057	0.117028639757215	0.0	0.297223122683949
10271474	0.156943749103955	0.0	0.208450485725903	0.0907092446816496	0	0.130895439755846	0.114182533291566	0.0	0.29881854744108
10277308	0.124241400613609	0.0	0.221179130272619	0.102996071188064	0	0.125681167487264	0.118260206591393	0.0	0.307642023847052
10288185	0.114404462408191	0.0	0.189840309809041	0.112197543761503	0	0.111907700192197	0.12973048801042	0.0004069446514607	0.341512551167188
10290427	0.116300935143091	0.0	0.220477916707246	0.0898187818802567	0	0.123662576416889	0.141739157425474	0.0	0.308000632427045
10291856	0.0562667966536114	0.0	0.283881264671573	0.11597196089164	0	0.0833645657609524	0.131790585834012	0.0	0.328724826188211
10292311	0.131142892898765	0.0	0.205610765033705	0.111726329718346	0	0.10744919943863	0.110399163618839	0.0	0.333671649291714
10300914	0.0689922229030008	0.0	0.252420053013696	0.130229793231694	0	0.0885134961798368	0.124128094304716	0.0	0.335716340367057
10315029	0.0634780702328841	0.0	0.300375529730013	0.101000968348723	0	0.0942299218000776	0.117004726447011	0.0	0.323910783441291
10345561	0.129016561548192	0.0	0.157009737253391	0.114674373040946	0	0.113285536494421	0.137880345519423	0.0	0.348133446143626
10383017	0.105166782167145	0.0	0.240214376073992	0.0762051235167022	0	0.100287807296801	0.127004005818862	0.0019536378329767	0.349168267293522
10394182	0.114429934399861	4.89303821646978e-05	0.245149101966209	0.0903050950505982	0	0.114227201729044	0.114831970568985	0.0	0.321007765903139
10395197	0.12657656786878	0.0	0.181424395900352	0.108840944087861	0	0.121100767478837	0.130985408869107	0.0	0.331071915795063
10405008	0.0994139970971872	0.0	0.198905005050308	0.11325515935121	0	0.10794611735549	0.140111497066177	0.0	0.340368224079628
10424475	0.0862740557255921	0.0	0.226900364787889	0.0938159774410164	0	0.112889958057513	0.125713368387805	0.0007344633897944	0.35367181221039
10433070	0.140022652413425	0.0	0.141952506174428	0.12774360338347	0	0.126452607743312	0.135084155002081	0.0	0.328744475283283
10435090	0.155215274983416	4.5753230458822e-05	0.178400327074137	0.122852848378285	0	0.113828036460144	0.0998043884517259	0.0	0.329853371421833
10436131	0.148088282408905	0.0	0.21188112087212	0.0957644487777158	0	0.102119762104727	0.091946346664497	0.0004071184436634	0.349792920728372
10447620	0.134232316105973	0.0	0.147148608980266	0.112460262857726	0	0.126571083829736	0.133698920511598	0.0	0.3458888077147
10460587	0.115602558974631	0.0	0.261183394730845	0.107989049077237	0	0.112291354516386	0.107713989755362	0.0	0.295219652945539
10473384	0.0842292810531585	0.0	0.244706957259371	0.113927298476082	0	0.11172938310982	0.117243766698117	0.0	0.328163313403451
10478041	0.208717758033925	0.0004330731747694	0.149481390300813	0.0897738575878451	0	0.128081997086567	0.118758961957217	0.0	0.304752961858864
10480383	0.109187871584003	0.0	0.205545093660328	0.0996193681286563	0	0.120800714341907	0.129778786743184	0.0	0.335068165541922
10490993	0.181009361098362	0.0003794305073391	0.163904153861503	0.0693023844143578	0	0.124618313688141	0.132360631924938	0.0	0.328425724505358
10502798	0.0813429167674203	0.0	0.213928953933342	0.132653668535577	0	0.110171802323594	0.121335286411349	0.0004717992353885	0.340095572793329
10510090	0.0522905798381823	0.0	0.255945800183776	0.103566071232364	0	0.0961319241435542	0.149370254916076	0.0001967513488805	0.342498618337167
10516762	0.142158208937964	0.0	0.195888995231739	0.104346100664781	0	0.115640193145676	0.121488210116331	0.0	0.320478291903508
10518782	0.154652644458626	0.0	0.210536986687187	0.0715496861759403	0	0.109408171567148	0.12855901713315	0.0	0.325293493977949
10536568	0.217698445406288	0.012388513516827	0.1335583358222	0.0643662733272498	0	0.141681692723793	0.11066793171401	0.0	0.319638807489632
10551157	0.0897006863690053	0.0	0.289735461621668	0.0839623806948402	0	0.0863341938238691	0.121260047862119	0.000419512699346	0.328587716929152
10557081	0.135875236621723	0.0	0.233698354180741	0.0862724252338166	0	0.111193492955596	0.122336343021567	0.0	0.310624147986556
10577337	0.0853375358641268	0.0	0.240418309271837	0.113122938559715	0	0.11075540996094	0.134354982059483	0.0	0.316010824283899
10589255	0.142522904865317	0.0	0.293728569918306	0.0690532890688049	0	0.0957953310610022	0.124173865022467	0.0	0.274726040064103
10669174	0.0605615615433249	0.0	0.183081993921737	0.130368401948616	0	0.10506490749153	0.150420093723512	0.0	0.370503041371281
10684501	0.114736417864629	0.0	0.24447702439471	0.103629296471784	0	0.122851482450847	0.115982872151218	0.0	0.298322906666811
10850171	0.0782386905765174	0.0	0.289043927036743	0.0846876008081786	0	0.0829575346599385	0.147921356254477	0.0003884433509822	0.316762447313163
10866165	0.133157493178318	0.0	0.213524106840113	0.0808118819053975	0	0.132816732087748	0.133753669806642	0.0	0.305936116181781
10885370	0.0906172743064284	0.0	0.193492307528901	0.130151814733073	0	0.122497277712705	0.128538181382001	0.0	0.334703144336891
10901987	0.134840395825323	0.0	0.233181725640228	0.0581963359102944	0	0.120310626380952	0.141949720486496	0.0	0.311521195756707
10929637	0.11551147487974	9.73676540468506e-05	0.259808244135688	0.0644592881224191	0	0.112785964687275	0.130289070579808	0.0	0.317048589941023
11157783	0.0608264565292403	0.0	0.321869028029698	0.103379612096411	0	0.0916144575665845	0.111452408011443	0.000445051416775	0.310412986349849
11165535	0.097984745994135	0.0	0.247462171214498	0.0923737205717911	0	0.105034600725373	0.123622003887124	0.0004458910848345	0.333076866522245
11200645	0.0995897974794715	0.0	0.308799571577204	0.0777680433148987	0	0.0948169732078199	0.124823944370945	0.0	0.29420167004966
11259716	0.0953154430331484	0.0	0.255106765600486	0.104031042649489	0	0.0933095413353862	0.12183133365101	0.0002630318820252	0.330142841848455
11302830	0.0929926198143504	0.0	0.2252854857496	0.100894697877223	0	0.10124102139411	0.141707288860903	0.0004114345251127	0.3374674517787
11310844	0.13988683419062	4.75414300000895e-05	0.196609243598981	0.0877435949988259	0	0.136196999063348	0.11046482920308	0.0	0.329050957515145
11319389	0.100865056397574	0.0	0.247935312953724	0.0988372483070009	0	0.114015195746492	0.130452177573837	0.0015550362593719	0.306339972762
11326252	0.124194487985045	0.0	0.224725955308038	0.0925651230605981	0	0.121140905119353	0.117704232677358	0.0	0.319669295849608
11327005	0.158799543194484	0.000572857398428	0.173760743956487	0.0948944451151616	0	0.131405141911905	0.121029145063304	0.0	0.319538123360231
11331231	0.16951924226176	8.06927844649014e-05	0.230217502500623	0.073844638050348	0	0.111181566369255	0.128401141718738	0.0	0.286755216314811
11336574	0.134437468210066	0.0	0.191616399508572	0.103913397250362	0	0.120490864343661	0.128079261322792	0.0	0.321462609364546
11342432	0.103274880694012	0.0	0.213543473322522	0.0940814007239139	0	0.111972922778955	0.135631417810166	0.0004614519952409	0.341034452675191
11345331	0.10106084872247	0.0	0.242383584462375	0.0973844556780626	0	0.101892763052639	0.130048851091782	0.0004749308835073	0.326754566109164
11349119	0.141671722207751	2.47109289470691e-05	0.213599776287993	0.0609132625367868	0	0.102124109527163	0.159731923075812	0.0	0.321934495435547
11353057	0.0882920872177554	0.0	0.261096156060172	0.11920094396184	0	0.111205172858621	0.10051613015553	0.0	0.319689509746082
11395417	0.179762527075872	5.02545696559407e-05	0.1732531196948	0.104990330168671	0	0.117652556974385	0.113731170044796	0.0	0.310560041471819
11399321	0.109828665854283	0.0	0.152278273701121	0.154311403613504	0	0.112483745338246	0.12854123354636	0.0	0.342556677946486
11409232	0.112752739481491	0.0	0.181674031765369	0.112786790711446	0	0.121579652786984	0.145519863030644	0.0	0.325686922224066
11413170	0.154093585889279	0.0	0.154380638528478	0.128724236801376	0	0.1312142687373	0.107010402085008	0.0	0.324576867958558
11430815	0.104156730982463	0.0	0.302603965209292	0.0812101374558289	0	0.0997015439423713	0.104739707326956	0.0005340494730962	0.307053865609993
11440263	0.1367113492586	0.0004180565891349	0.119175677843565	0.0899706516865197	0	0.129411871096464	0.155323257000589	0.0	0.368989136525128
11444465	0.157159829374417	0.0001963216664315	0.25925809843836	0.0664176118011202	0	0.120026189071485	0.121348230737987	0.0	0.2755937189102
11453772	0.118541985998106	0.0	0.243198120587655	0.0989769603508267	0	0.10397672957566	0.112732721504457	0.0	0.322573481983296
11455530	0.0725359186308217	0.0	0.193600240129279	0.128189897248232	0	0.112602922897124	0.119570490516073	0.0006592884501289	0.372841242128342
11460357	0.12800601610913	7.45501185501257e-05	0.178626098540027	0.11528250496221	0	0.110633500498149	0.12532818791685	0.0	0.342049141855084
11464261	0.140858329561184	0.0	0.165724715195768	0.105592723995034	0	0.123044147791196	0.116041022398997	0.0005916442288763	0.348147416828945
11466579	0.116442007667119	0.0	0.23628286723004	0.0728370940905539	0	0.118514031608144	0.135019643666571	0.0	0.320904355737573
11467746	0.118563352967429	0.0001418398754811	0.228511488984883	0.0902797351383041	0	0.112016921763729	0.125937252505855	0.0	0.324549408764319
11469504	0.158868182521595	7.51429780955925e-05	0.166790417977185	0.0822973269086628	0	0.132526242248606	0.132672246198772	0.0	0.326770441167083
11471260	0.230494507007826	0.0124658760551756	0.248616587503456	0.0228069220654398	0	0.116547103170219	0.0965969609520738	0.0	0.27247204324581
11606935	0.10209316156342	0.0	0.355320974456007	0.0679365275004669	0	0.0901643706378503	0.110882461880826	0.000272100131769	0.273330403829661
11615242	0.128141558677775	0.0002110336749293	0.207231904141947	0.091233219814379	0	0.108787979866825	0.134936993276233	0.0	0.329457310547911
11616707	0.118134151239385	0.0	0.19933060305401	0.0782509709521518	0	0.122076916241566	0.139130933306076	0.0	0.343076425206812
11619606	0.0623043974804138	0.0	0.29788111753541	0.0981287333706171	0	0.086255286658464	0.132448001980238	3.53064961307547e-05	0.322947156478726
11624423	0.133246048840491	0.0	0.203722742488384	0.0687818380259763	0	0.123488310230768	0.128812161372036	0.0	0.341948899042345
11631558	0.099667685352302	0.0	0.217350209750953	0.0870477688856402	0	0.128321886240902	0.129584302771106	0.0	0.338028146999097
11632851	0.127764414375673	0.0	0.22070422553329	0.09053426362363	0	0.124241904432249	0.123296345023399	0.0	0.313458847011759
11652071	0.169166598377252	0.0004431768625727	0.194405248778499	0.0752076074746052	0	0.13484731728837	0.107052630669853	0.0	0.318877420548848
11681508	0.0856618204986448	0.0	0.274467223118873	0.0943181094335164	0	0.118004144081996	0.115188251713195	0.0	0.312360451153775
11697592	0.163565712982282	0.0	0.260299287614443	0.0839623617915406	0	0.118594981569096	0.0934728364709946	0.0	0.280104819571644
12365619	0.100687949406587	0.0	0.288270460711252	0.0732718828793415	0	0.100853657342148	0.135997973863058	0.0	0.300918075797613
1243685	0.152189209589243	0.0001591460064393	0.168326038653246	0.0966718619393229	0	0.128713340280751	0.123950040084809	0.0	0.329990363446188
14184286	0.0848229057622539	0.0	0.321700264375043	0.0730561413771767	0	0.0870231046160718	0.130051617355498	0.0003556696424441	0.302990296871513
14498577	0.169272295991371	0.0070621950193059	0.175680742878424	0.0691017965796827	0	0.127250506476175	0.121770372214285	0.0	0.329862090840756
