Mixture	Inhibitory	Excitatory	Oligodendrocyte	Astrocyte	OPC	Microglia	Endothelial	VLMC	Pericyte
10101327	0.247389071967886	0.302519378738152	0.132935180895197	0.183012052969916	0	0.0828418471007649	0.00606655264007123	0	0.0452359156880122
10101589	0.244059092737131	0.165597274135853	0.124704575936352	0.296245099821745	0	0.0620044509866055	0.0322698049904361	0.023841207874317	0.0512784935175611
10202345	0.23567408072906	0.25514470450756	0.149123948150397	0.149200938620136	0	0.164260211697957	0.00543016883009577	0	0.0411659474647934
10203224	0.300837984038674	0.420411260027755	0.0922303942608672	0.0837480643837246	0	0.0682542021146134	0.000907344980988993	0	0.0336107501933765
10205244	0.195593793978703	0.239162574354279	0.20663744236123	0.184393881406979	0	0.0788899824132808	0.0156581806739497	0.0177761227719045	0.0618880220396735
10208143	0.212120760849018	0.398179052811112	0.128470936676042	0.131210260004526	0	0.0843694786051186	0.00455832721211248	0	0.0410911838420712
10218339	0.247733948736846	0.229947391933336	0.19042531023483	0.202366309488426	0	0.0619446052212598	0.0160852253654833	0	0.0514972090198184
10222853	0.261913866583895	0.267333030337936	0.183538874540236	0.148735649783695	0	0.0801383430795974	0.014903130772146	0.00690810950276482	0.036528995399729
10246987	0.296452429237159	0.394954182390852	0.0690810716318513	0.088393196234497	0	0.0843074840190877	0.0228086838284449	0.00837137744268547	0.0356315752154229
10248033	0.245431669575348	0.263106286114372	0.133345104305147	0.253668168286085	0	0.0514515575061145	0.0102953820804158	0.0064278065448344	0.0362740255876827
10249336	0.230997182849839	0.286373466132656	0.165146690788011	0.172351315640213	0	0.0743839451025983	0.0156816046352105	0.011652633066559	0.0434131617849126
10253148	0.251786462665793	0.123169890036194	0.086729258657589	0.301018779110779	0	0.153908191593701	0.0164928610118136	0.0223024667612558	0.0445920901628746
10260309	0.191896759887325	0.269746332681539	0.140607557402523	0.263910049058585	0	0.0716285761806021	0.0237401165432081	0	0.0384706082462184
10262905	0.247653036595499	0.294392638012499	0.17690797412975	0.158326454217152	0	0.0709166134244487	0.0141844744806019	0.00694606030514237	0.0306727488349066
10271474	0.284674661195769	0.25371103922152	0.168841822460266	0.167296541134322	0	0.079134564528164	0	0	0.0463413714599594
10277308	0.242422101759314	0.217250291740228	0.164466388993996	0.213610091095321	0	0.110032827951662	0.00767415888932472	0	0.0445441395701539
10288185	0.276026625694492	0.182283978011651	0.145421562159167	0.245493425484825	0	0.0824547164574801	0.018537842254078	0	0.0497818499383066
10290427	0.236124290418631	0.212755637315701	0.207774808971245	0.17441023301927	0	0.0947937497827819	0.0169938316489491	0.00671963515345121	0.05042781368997
10291856	0.141620027894837	0.1313624778635	0.271029624151274	0.314595252357647	0	0.0650968008794431	0.0289481511724745	0.00839325876544605	0.0389544069153777
10292311	0.224728476296347	0.292364775565029	0.167465879258689	0.216675503770112	0	0.0506639406729619	0.0138527515308993	0	0.0342486729059619
10300914	0.172375713636845	0.0917481384364814	0.233209538629215	0.367212779723868	0	0.0684261232350027	0.0229264745953265	0.00589720198394912	0.0382040297593116
10315029	0.164875285197698	0.137714224016003	0.249790074583916	0.259312582880531	0	0.117965810393385	0.0152141401268076	0.00141181216232508	0.0537160706393344
10345561	0.214589908850116	0.199887959571349	0.11331573350455	0.294816434469849	0	0.0876157258908175	0.0219339433841172	0.00356414884347515	0.0642761454857271
10383017	0.260725468262366	0.29375186254752	0.124204310009675	0.164120409865281	0	0.0933954752842169	0.0323681054826978	0	0.0314343685482435
10394182	0.195497035571063	0.313835530903834	0.156585978051079	0.18488105981519	0	0.0811784898722073	0.012766133936229	0.0165063001424223	0.0387494717079745
10395197	0.26363051454246	0.21087154362218	0.133050104856302	0.237497122642127	0	0.0879468476659499	0.00977207148907497	0	0.0572317951819057
10405008	0.247697198520359	0.178117859192987	0.162968491120197	0.269641037324445	0	0.0887849875862841	0.0117205690226081	0	0.0410698572331195
10424475	0.146934609943125	0.2301410443981	0.177257434785558	0.230511899377641	0	0.143247131692036	0.0190681405738816	0.00513084236471928	0.04770889686494
10433070	0.283213635891017	0.220049071588656	0.10514029757984	0.245687036754722	0	0.0913867295851283	0.0071602689913454	0	0.0473629596092909
10435090	0.258438004188651	0.213075403722335	0.133241787150593	0.262840060649351	0	0.061745850034855	0.0154215524548304	0.0146689582200222	0.0405683835793624
10436131	0.284571854779775	0.265083498260677	0.146444011027901	0.193613597057988	0	0.0626157746803951	0.00112735976149104	0.0033144058551298	0.043229498576643
10447620	0.252238782269941	0.224002119497448	0.114810225203238	0.255842615245449	0	0.0805804781709523	0.0131513566938525	0.00344814235299042	0.0559262805661283
10460587	0.19993306409059	0.24254140362837	0.195569066123542	0.238934655947448	0	0.0613438835561414	0.0163931731738159	0.00255118623858223	0.0427335672415101
10473384	0.192920230483972	0.16327201358204	0.208878583633727	0.269227122760479	0	0.0968480604882457	0.0160473641855566	0.00313115565160858	0.0496754692143705
10478041	0.289372246498438	0.344616354334496	0.0924369178541702	0.157077507752024	0	0.0746259323498253	0	0.00199401475123791	0.0398770264598085
10480383	0.197862854795762	0.221695134287482	0.169311299090554	0.230778957600357	0	0.098024358522613	0.0193598580146719	0.00604790320467136	0.0569196344838879
10490993	0.299786347772385	0.311208561258493	0.118321339186457	0.150846503152975	0	0.0589095950862732	0.0111936722935377	0	0.0497339812498782
10502798	0.175908520070394	0.196688390713974	0.152827123341421	0.274235309472238	0	0.100127775671919	0.0438634571242299	0.0105847953702017	0.0457646282356233
10510090	0.177549601808313	0.0996048717210332	0.246925552039134	0.258867896625837	0	0.112807095293073	0.0378018712366621	0.0101711155695616	0.0562719957063853
10516762	0.246321282416988	0.265607366881817	0.152007520215567	0.216119892725043	0	0.068182505919004	0.0181413192646532	0	0.0336201125769274
10518782	0.269037567416921	0.261356475944984	0.152883186579276	0.184839674752706	0	0.0543033489382443	0.0119778617349952	0.00607342403866056	0.0595284605942129
10536568	0.297418942573346	0.38359348671162	0.0788767754681002	0.134079838643165	0	0.06532004933886	0.00359841974294717	0	0.0371124875219613
10551157	0.187556847324306	0.237418283875367	0.224218287931046	0.193222602090291	0	0.0922639041467526	0.0171130033284874	0.00148388743592166	0.0467231838678292
10557081	0.26051244593284	0.266468961939438	0.164722598289468	0.189648884275867	0	0.072231820846108	0.00804696289839501	0	0.0383683258178836
10577337	0.16980915878705	0.198917761833385	0.175719159614437	0.29541285096217	0	0.0742339931397399	0.0245480568893043	0.00104445927679076	0.0603145594971227
10589255	0.275318608987398	0.284899838969248	0.245595271406555	0.107985972126532	0	0.0376391334305334	0.0176791047785867	0.00485645875882478	0.0260256115423215
10669174	0.156347695973008	0.0931330559262191	0.163025315489268	0.355500282127686	0	0.135780226980872	0.0300634682678949	0.00673038781990225	0.0594195674151493
10684501	0.204362181465095	0.243388057762006	0.188564083947896	0.226862980624486	0	0.0776363419227085	0.0151022571918778	0.00671592561665001	0.0373681714692814
10850171	0.15674249620847	0.202015769359819	0.259697790698127	0.212972570479873	0	0.0633403050344986	0.0379896793891887	0.0122486414882283	0.0549927473417953
10866165	0.255768729115879	0.25586672214486	0.134183477107012	0.154484299285268	0	0.127230442280394	0.0137908575979962	0	0.0586754724685904
10885370	0.174836804499062	0.22035267694397	0.145484210733935	0.26054506684604	0	0.106935495306347	0.0235171747380147	0.013456018727614	0.054872552205017
10901987	0.273344752168718	0.207113937883764	0.179623716900059	0.129526414677293	0	0.121980418413007	0.0279838697956512	0.0178283430605059	0.042598547101002
10929637	0.207158948176657	0.200557726026353	0.213704838089633	0.177443064128748	0	0.134107090132807	0.0153816573048346	0.00559845081708829	0.0460482253238774
11157783	0.169968340352719	0.15095926782633	0.252155751936475	0.281256633755439	0	0.0788136413535847	0.0200457579885915	0.00752632475695628	0.0392742820299045
11165535	0.244418496747965	0.163646193120499	0.175137608887139	0.230025141108226	0	0.105625863466098	0.0192930844091139	0	0.061853612260959
11200645	0.219814825627224	0.248825249210942	0.207416079375829	0.170891618927342	0	0.0716811646612416	0.0274923208949766	0.00206137100609723	0.051817370296348
11259716	0.251654683679936	0.195830834184778	0.190395009223179	0.25335822615567	0	0.0606482046101645	0.0151612280704057	0.00651191456370332	0.026439899512164
11302830	0.219378652243909	0.164918267502507	0.160964751527286	0.216335069046461	0	0.126480713162158	0.0267065136672833	0.021537032160612	0.0636790006897835
11310844	0.238361492527631	0.271215931302829	0.139482380339933	0.191624441184427	0	0.0980046758459284	0.00188807846412897	0	0.0594230003351226
11319389	0.167530247200552	0.177149011096259	0.251383904458084	0.253737188175904	0	0.0748343318221941	0.0267223645075719	0.00188552815764298	0.0467574245817921
11326252	0.24935855393223	0.26391665606418	0.162374600976619	0.196288210984952	0	0.0839191468581304	0.00643755842866671	0	0.037705272755222
11327005	0.253147112896954	0.333993451100469	0.11230462058242	0.176728544249388	0	0.0806411230833103	0.00686423728624571	0.000282441148073296	0.0360384696531391
11331231	0.24689456595072	0.347857573680909	0.15136908759236	0.135150603273278	0	0.0640794185038356	0.0204124283223779	0	0.0342363226765192
11336574	0.237888334553437	0.265267861253554	0.121518475905308	0.215214842362922	0	0.0898546789102884	0.0157930289851904	0	0.0544627780293012
11342432	0.27381742725865	0.181851625233159	0.157131541932481	0.2330579376879	0	0.0984167792936456	0.0160475844008982	0	0.0396771041932664
11345331	0.240930391648903	0.213363973825099	0.191340367914155	0.236342394861762	0	0.0638569216713377	0.0173450718801359	0.00123729636055332	0.035583581838054
11349119	0.271293951854072	0.277584576242266	0.143267604203669	0.152288398922675	0	0.0755384869215272	0.0240832443305775	0	0.0559437375252131
11353057	0.221396037524447	0.134406580065045	0.208669583686272	0.254192187245459	0	0.0936675710514364	0.0159371372709417	0.0187144047223007	0.0530164984340978
11395417	0.314189343639212	0.262047939268685	0.122604479741947	0.187613520399902	0	0.070942941783618	0.00747255182409659	0	0.0351292233425386
11399321	0.325193785148486	0.0636508909912505	0.100503585556073	0.356260256169287	0	0.0987640855642509	0.0228281161360345	0.00368554455218389	0.0291137358824338
11409232	0.238485593506213	0.217807075722507	0.12343860503314	0.253197977638814	0	0.084833475236982	0.0188010289731755	0	0.0634362438891685
11413170	0.264435064591602	0.189712940573817	0.121377364783092	0.27568483214204	0	0.0942148942703237	0.00427469408287975	0.000489723618648969	0.0498104859375962
11430815	0.189213110364335	0.250650537767751	0.197180182231169	0.216941255681376	0	0.0799495460258174	0.013023208390534	0.000108915280518011	0.0529332442584998
11440263	0.216533261477862	0.309174165278265	0.0816724429622706	0.193785843631824	0	0.127672944141467	0.018489803914691	0.00539069358461265	0.0472808450090087
11444465	0.25549856121491	0.288377376772159	0.177859583973248	0.128179830780934	0	0.0918908466727622	0.0165641626528021	0.00709585084311156	0.0345337870900737
11453772	0.256460487518114	0.227438357292668	0.177397799602223	0.232486805503409	0	0.055212217645154	0.0145078309015014	0.00388104208182227	0.0326154594551084
11455530	0.154445209434413	0.171022523882209	0.138373721102592	0.309464233224964	0	0.148898393660901	0.0224309909392994	0.00175818260348269	0.0536067451521391
11460357	0.212994897040554	0.254021438799574	0.131277806903377	0.214627852357716	0	0.113579015339186	0.0254506233849957	0.00178105681695585	0.046267309357642
11464261	0.338307986226459	0.148368795773016	0.135544453233742	0.247588246206222	0	0.0817696457161276	0.00752184273292111	0	0.0408990301115129
11466579	0.25716641398022	0.250552933169445	0.175263422822675	0.186470500270335	0	0.0832757343439948	0.00869252358874808	0	0.0385784718245816
11467746	0.137634532535534	0.339601590882109	0.129471079434984	0.203701278813395	0	0.124302506377121	0.0113308365219249	0.0066452098691591	0.0473129655657724
11469504	0.257269510866654	0.264240710197895	0.131576149628513	0.208288977904747	0	0.0905007197417167	0.014976117763493	0.000317785691118303	0.0328300282058627
11471260	0.349189281053677	0.396967053742156	0.158159380130718	0.0366061860692027	0	0.0340019297217905	0.00456972826593933	0.0011603655022741	0.0193460755142423
11606935	0.255778010180697	0.254112477567441	0.226272275470093	0.155882088118797	0	0.0582658694709372	0.012839864155406	0.00594005413297609	0.0309093609036529
11615242	0.272924384542917	0.232546551742061	0.152130343932692	0.191245751515824	0	0.0686854581285196	0.0207159457202897	0.0164755288816099	0.0452760355360865
11616707	0.216880827138616	0.210962306032266	0.15909997626663	0.229738032357618	0	0.100827689579509	0.0215373483074922	0.000364521248031467	0.0605892990698365
11619606	0.16134763532243	0.138348049604762	0.239186792002062	0.271677758446116	0	0.112697157403113	0.0206267947410355	0.00789652245217132	0.0482192900283099
11624423	0.244959527028933	0.307083671798474	0.126965333492284	0.143870904237523	0	0.11963719253715	0.0170511399322951	0.00242241859592761	0.0380098123774126
11631558	0.24528388749721	0.125875898366887	0.183823941103935	0.241721945468818	0	0.147861295029905	0.0175079833521284	0.00338968352051204	0.0345353656606042
11632851	0.281509566124606	0.23323688399775	0.159391192352168	0.183147583169926	0	0.0843996280261606	0.00696248698562981	0	0.0513526593437586
11652071	0.243469932840055	0.327823782024078	0.1239058695666	0.161124711755824	0	0.0917084710177958	0.00912159608357263	0.00324173711751043	0.0396038995945627
11681508	0.176117065967515	0.18526776959505	0.207105588996632	0.220280092602315	0	0.124909711901244	0.0188814591862985	0.0117295623676532	0.055708749383292
11697592	0.211040974380472	0.360326170076966	0.160229948065715	0.1711066484552	0	0.0636526699695767	0.00878374786692753	0	0.0248598411851437
