Mixture	Bcells	Monocytes	CD4Tcells	Unknown	CD8Tcells	NK
T63_LPS_FC1_4	0.0575150494895129	0.31472341499758	0.274366625399536	0.0359494477264251	0.218737493618697	0.098707968768249
T81_LPS_FC1_4	0.205720375318035	0.198796617610616	0.347079124641558	0.116265884871731	0.13213799755806	0.0
T104_LPS_FC1_4	0.0630381835707852	0.176395518277653	0.565214774735978	0.0352072872275919	0.15226633187083	0.0078779043171623
T4_GARD_BATCH_2	0.140322318726284	0.0100830250721192	0.355103619246154	0.159241311028802	0.33524972592664	0.0
K47_LPS_FC1_4	0.0762582459396387	0.329070023918629	0.345945200157812	0.11950161873403	0.116382606489788	0.0128423047601012
T4_CTL_FC5	0.113573678317605	0.0	0.382162250083458	0.174564331226413	0.329699740372524	0.0
T12_CTL_B_BATCH_2	0.0527957618827847	0.0604161218768533	0.5247886714975	0.282763366659357	0.0792360780835051	0.0
T84_LPS_FC1_4	0.0840924213759158	0.234957856294586	0.338756940831369	0.0651517290582204	0.261206005597491	0.0158350468424179
K44_LPS_FC1_4	0.146707376343403	0.185513495063037	0.486555836188383	0.0326300378249333	0.140819891697694	0.0077733628825494
K10_LPS_FC1_4	0.0921019975929032	0.137563183453856	0.413103505200944	0.0203486416253671	0.302591743284075	0.0342909288428552
T13_LPS_FC1_4	0.179842961948755	0.299830935645487	0.182988647054537	0.106203664582842	0.23113379076838	0.0
T119_LPS_FC1_4	0.0927160114640162	0.135330546406862	0.548600371213841	0.103557197197565	0.0967982109509177	0.0229976627667983
T115_LPS_FC1_4	0.119694807822191	0.288774364999243	0.304793723451445	0.162033930826167	0.124703172900955	0.0
K19_CTL_FC1_4	0.0874148683296845	0.0067498739644159	0.642872136629845	0.173351536936512	0.0896115841395432	0.0
T9_LPS_FC1_4	0.0799301131220418	0.21257031344479	0.455474030791105	0.0871508905842652	0.164874652057797	0.0
T30_CTL_FC1_4	0.0536311331039075	0.10628813618347	0.295407856210724	0.333624310886626	0.211048563615272	0.0
T15_GARD_BATCH_2	0.34411836580477	0.0675810580079315	0.2738724466795	0.162113572947382	0.152314556560416	0.0
T101_GARD_BATCH_2	0.137830055500356	0.112881701111402	0.149853490904533	0.214780588372596	0.290417925265846	0.0942362388452666
K29_CTL_FC1_4	0.133546490448794	0.141906128329673	0.452988676907831	0.175183926908675	0.096374777405027	0.0
T32_GARD_BATCH_2	0.146763876840398	0.195925970385629	0.297226068971856	0.322123339114398	0.0379607446877191	0.0
T34_CTL_FC1_4	0.128145097925655	0.0504323338513412	0.411042578144821	0.17085361296207	0.235107945529897	0.0044184315862154
T120_GARD_BATCH_2	0.121047025443013	0.124652482003587	0.476421700519191	0.0785089575749429	0.189297282103189	0.0100725523560769
T15_CTL_FC1_4	0.297888366135064	0.0268092950135042	0.376054330582136	0.135124695255278	0.164123313014018	0.0
T31_CTL_FC1_4	0.255873666700917	0.0598879681892747	0.317195265367586	0.268096716941214	0.0976697913219232	0.0012765914790854
T65_LPS_FC1_4	0.0626856971968514	0.214578973667028	0.606608410446249	0.0145873156375231	0.0083428770693574	0.0931967259829905
T33_GARD_BATCH_2	0.31233205399547	0.019703474833382	0.430212312140751	0.186048659050947	0.0517034999794499	0.0
T62_LPS_FC1_4	0.177447287477324	0.222707264847954	0.26848822677763	0.0942079446958132	0.221980159034895	0.0151691171663834
K52_LPS_FC1_4	0.0939040758500738	0.18055890649326	0.539627515476198	0.0932231098897755	0.0926863922906924	0.0
T78_GARD_BATCH_2	0.109729320399723	0.301439498866034	0.305441318093108	0.0493157689379299	0.179390410447982	0.0546836832552222
T119_CTL_FC1_4	0.0749289792067488	0.0774891978833199	0.560010864692612	0.176805228840788	0.110765729376532	0.0
K1_LPS_FC1_4	0.0916104662470789	0.173065175559319	0.599975041295176	0.0429230528768131	0.0924262640216132	0.0
K6_CTL_FC1_4	0.0664337609534839	0.127934439769841	0.283794391258845	0.339479080770875	0.182358327246956	0.0
K1_GARD_BATCH_2	0.077888000595052	0.0313226367871603	0.568655098580358	0.230557020310981	0.0915772437264488	0.0
T71_CTL_FC1_4	0.045841252718455	0.112836876564807	0.308971575718514	0.315412169384473	0.216938125613751	0.0
K20_GARD_BATCH_2	0.0555721451242779	0.0443300330316625	0.490362862901459	0.34665839643303	0.0630765625095709	0.0
T77_GARD_BATCH_2	0.109494522658433	0.142748118316161	0.524479948504818	0.0272614055740435	0.190981804423639	0.0050342005229049
K23_CTL_FC1_4	0.107137280147311	0.130027710281911	0.5115934648111	0.184894479023512	0.0663470657361659	0.0
T73_LPS_FC1_4	0.293505109306623	0.264101576968825	0.190477529797936	0.034636590163494	0.178561941049046	0.0387172527140757
T40_CTL_FC5	0.262508265280772	0.164146937177514	0.136732591239552	0.292264829038158	0.144347377264004	0.0
T69_CTL_FC5	0.125451116917265	0.102943174581732	0.167861276250106	0.164917769088409	0.438826663162488	0.0
K49_CTL_FC1_4	0.0625387158831638	0.163358282816394	0.427589841271039	0.186695977999953	0.159817182029449	0.0
K44_GARD_BATCH_2	0.0865109039510652	0.0085323171822176	0.704470653366583	0.122782523428433	0.0777036020717008	0.0
T30_GARD_BATCH_2	0.0638287899302773	0.121314808078401	0.25723563941771	0.3619343004134	0.195686462160212	0.0
T107_GARD_BATCH_2	0.0391435663042549	0.126792160564141	0.480207304893409	0.251418237043922	0.102438731194274	0.0
K24_LPS_FC1_4	0.132053775104502	0.167557460368516	0.50874100332315	0.0944271701458138	0.0972205910580183	0.0
K17_LPS_FC1_4	0.0896535221809322	0.0876097805764793	0.585480974103783	0.0243774785349155	0.204250980960353	0.0086272636435375
T106_CTL_FC1_4	0.13154129592822	0.119552418016861	0.184246523119253	0.167067576364707	0.321037687516337	0.0765544990546213
T7_LPS_FC1_4	0.116764126016496	0.108167042249837	0.729948015128659	0.0357817156790244	0.009339100925983	0.0
T4_LPS_FC5	0.141841392263235	0.142692196272132	0.366855305195801	0.0482899234607094	0.270197420507911	0.0301237623002124
T14_GARD_BATCH_2	0.141113906124062	0.0603726709098262	0.46761712059888	0.183937326377407	0.146958975989825	0.0
T64_LPS_FC1_4	0.103847831631326	0.205630337220018	0.241463292566068	0.091766349640907	0.338172114010769	0.0191200749309129
K5_LPS_FC1_4	0.104792014911947	0.152250793363325	0.503139626284265	0.035152987689632	0.166658484200487	0.0380060935503445
K31_LPS_FC1_4	0.178176387991573	0.239762136754943	0.281341782329246	0.065103117609051	0.228325358971665	0.0072912163435225
K28_LPS_FC1_4	0.133327535374435	0.191725904263381	0.52627236038694	0.0892400414799208	0.0558223268692465	0.0036118316260763
K18_LPS_FC1_4	0.10406656213561	0.163632624926458	0.609985712898527	0.062851671671636	0.0173946180488633	0.0420688103189059
K2_GARD_BATCH_2	0.0	0.321769574379238	0.0821240754656597	0.596106350155103	0.0	0.0
K14_GARD_BATCH_2	0.104192580106452	0.0629523906791093	0.551464100063727	0.126864604429302	0.154526324721409	0.0
K33_CTL_FC1_4	0.094026872934674	0.223705595929841	0.419164227357334	0.134284454487102	0.128818849291048	0.0
K12_LPS_FC1_4	0.0999259979371385	0.15656689763194	0.610205305414892	0.0326625778595233	0.0879796502259644	0.0126595709305419
T10_GARD_BATCH_2	0.150485686010569	0.0862703831204387	0.393451932240796	0.327099367544894	0.0426926310833024	0.0
K24_GARD_BATCH_2	0.119237611757414	0.0779589449667299	0.549306117677259	0.193565412863205	0.0599319127353927	0.0
T106_GARD_BATCH_2	0.133015669582731	0.0894863642924384	0.254916263390219	0.185833566112542	0.17218939750315	0.16455873911892
T30_LPS_FC1_4	0.0993270349967449	0.331662529597745	0.384547508223159	0.0337050572390597	0.150757869943292	0.0
T12_CTL_FC1_4	0.0703649195230668	0.04898121694189	0.495883373553829	0.285968257639889	0.0988022323413245	0.0
T27_CTL_B_BATCH_2	0.16799345905072	0.117764989447311	0.24003845247724	0.292730919300032	0.181472179724697	0.0
T32_LPS_FC1_4	0.154118999884182	0.337116898808852	0.447393352957067	0.0412413439405584	0.0201294044093413	0.0
T109_LPS_FC1_4	0.232437694490079	0.27997329390627	0.134288506738612	0.168879023219456	0.167139515751431	0.0172819658941533
T73_CTL_FC1_4	0.246623077455731	0.0264392460604901	0.199711430379465	0.289978302855704	0.212993473706931	0.0242544695416786
T104_CTL_FC1_4	0.0152218578279302	0.0221678095484552	0.602584289462444	0.23939475844008	0.108610116000508	0.0120211687205831
K17_CTL_FC1_4	0.0717629451878828	0.0	0.61114734218028	0.112441700976591	0.203541867154871	0.0011061445003748
T3_GARD_BATCH_2	0.127832864699277	0.0067085211844765	0.507010720794361	0.159751906396655	0.19869598692523	0.0
K34_GARD_BATCH_2	0.183055988479903	0.0991547197121895	0.28621373158854	0.150615491405801	0.280960068813566	0.0
K23_LPS_FC1_4	0.126404074150076	0.194199799967177	0.42282316094919	0.134424235270388	0.122148729663169	0.0
T80_CTL_FC1_4	0.0977795817199635	0.154019856020633	0.53911568588621	0.0496419700674592	0.124365415711711	0.0350774905940237
K18_GARD_BATCH_2	0.0949068554006258	0.018036606713738	0.567461314967449	0.223043168079652	0.0851646378515395	0.0113874169869961
T71_LPS_FC1_4	0.0923021763603142	0.271893443236747	0.3332961878549	0.124896213584843	0.162017964282842	0.0155940146803535
K12_CTL_FC1_4	0.0724505004855779	0.0314581511843369	0.646143715793013	0.151696456343893	0.0982511761931792	0.0
K33_LPS_FC1_4	0.110048628865372	0.20733755295865	0.45673541907754	0.109400593431236	0.116477805667202	0.0
T74_GARD_BATCH_2	0.0537250619420633	0.109085036544383	0.294709778577334	0.29391244053077	0.240791370888712	0.0077763115167373
K26_GARD_BATCH_2	0.104065949294327	0.056875991287393	0.54344914737149	0.184949647454132	0.110659264592658	0.0
K53_GARD_BATCH_2	0.0842330502212577	0.172997784209536	0.455106151826687	0.258986312213706	0.0286767015288129	0.0
T109_GARD_BATCH_2	0.230696393493658	0.149546764852045	0.149021455907399	0.363521655801215	0.099018805009009	0.0081949249366743
T76_CTL_FC1_4	0.121105237069706	0.358810172151997	0.437938337303829	0.0349740252195044	0.0113538507390689	0.035818377515895
T36_LPS_FC5	0.182069291751546	0.334334045153498	0.415766368384136	0.0389115142772003	0.0274249824523114	0.0014937979813078
K38_LPS_FC1_4	0.0904985718094481	0.23902557606447	0.479477298069299	0.0655524824726767	0.125446071584106	0.0
K18_CTL_FC1_4	0.0720145182729012	0.0485311526891469	0.514403764270926	0.233839327637202	0.130036768354909	0.0011744687749151
K23_GARD_BATCH_2	0.110937733149916	0.134402172918995	0.491558785554426	0.182772297292482	0.0803290110841817	0.0
K30_GARD_BATCH_2	0.0976629922534277	0.199144100754348	0.538522977443906	0.128336071617034	0.028631891104786	0.007701966826498
T121_LPS_FC1_4	0.127663691841074	0.142192680674959	0.481906270772755	0.0589868855745583	0.189250471136654	0.0
K8_LPS_FC1_4	0.0910076595070329	0.124324233935021	0.546829206038997	0.0481532765491669	0.179174743121269	0.0105108808485135
T10_CTL_FC1_4	0.146796661165003	0.0557393075810563	0.408292704728095	0.31180789045534	0.0773634360705047	0.0
T73_GARD_BATCH_2	0.239203140851151	0.049375144337892	0.173712949356013	0.307533871617956	0.21781476055876	0.0123601332782281
T36_CTL_FC1_4	0.110154452324138	0.0984905783372293	0.33130641056773	0.421073541377867	0.038975017393036	0.0
T72_LPS_FC1_4	0.130349225497566	0.270375197023879	0.394084289329669	0.0481270684650558	0.107215643540718	0.049848576143112
K35_GARD_BATCH_2	0.106402789722006	0.180477105174245	0.448672660200557	0.163142098105539	0.101305346797653	0.0
K6_GARD_BATCH_2	0.0769516469172362	0.164009229186722	0.298985911722372	0.325218955281304	0.108060736239276	0.0267735206530892
K44_CTL_FC1_4	0.0875163503782952	0.002689426857362	0.715558486833705	0.114039709163574	0.0801960267670635	0.0
T8_LPS_FC1_4	0.147144045550256	0.200006512883413	0.322501864980365	0.0605096074221591	0.260207179848518	0.0096307893152904
T28_GARD_BATCH_2	0.191846520379435	0.0783072743747445	0.301252467450808	0.396686040850044	0.0134638912337219	0.0184438057112466
T13_CTL_FC1_4	0.15142269761128	0.221040976982075	0.127009936542953	0.286978030423876	0.213548358439816	0.0
T65_GARD_BATCH_2	0.0472192733651061	0.0860936787894413	0.528018873917314	0.18987363280067	0.110182061152001	0.0386124799754667
T32_CTL_FC1_4	0.136170689675181	0.146233965612966	0.306888666158282	0.349055941925888	0.0616507366276824	0.0
K29_GARD_BATCH_2	0.137566767832571	0.167612396503949	0.511334083412209	0.134470252839518	0.0490164994117525	0.0
T46_CTL_FC1_4	0.181322396426426	0.0	0.416814874270062	0.207750814069115	0.190867864131465	0.0032440511029314
T78_LPS_FC1_4	0.108897622238299	0.329283633661481	0.29365054870805	0.0453159342542199	0.141140654012383	0.0817116071255677
T14_LPS_FC1_4	0.117459388488662	0.163384838536109	0.519242175857467	0.0671612197988082	0.132752377318954	0.0
K37_LPS_FC1_4	0.0731119010438116	0.289013156282187	0.437826670784123	0.128972687016351	0.0710755848735267	0.0
T80_LPS_FC5	0.12035006646322	0.22988987959771	0.452229771899721	0.0595145626977712	0.112245546714804	0.0257701726267737
T28_LPS_FC1_4	0.211231258629417	0.301206382680719	0.363615964799115	0.0685241587175215	0.0323461533786408	0.0230760817945864
K11_CTL_FC1_4	0.142848277536166	0.144601034972701	0.440054897760617	0.0638082411135751	0.192987244719165	0.0157003038977759
T65_CTL_FC1_4	0.0125325192545075	0.0404324284366249	0.615863330061511	0.196671219286055	0.0502443282363687	0.084256174724933
K19_GARD_BATCH_2	0.0964957403762375	0.0076525349071099	0.634567351698379	0.162845721932048	0.0984386510862258	0.0
K22_GARD_BATCH_2	0.100047110086573	0.0575838361743006	0.466083509828078	0.212458696600265	0.163826847310783	0.0
T113_CTL_FC1_4	0.0477031442200214	0.0817028045553173	0.304138346309742	0.280133199462333	0.286322505452587	0.0
T121_CTL_FC1_4	0.123596224117904	0.131980310821999	0.516458585918141	0.0605488726500528	0.163941306591299	0.0034746999006042
T35_CTL_FC5	0.0982534573552687	0.0510801207708551	0.502272658816948	0.238623451108715	0.109770311948213	0.0
