	Bcells	Monocytes	CD4Tcells	Unknown	CD8Tcells	NK
T109_LPS_FC1_4	0.157522322228015	0.222164396086619	0.0001735321520686	0.196534248854187	0.42357636824026	2.91324388504373e-05
T73_CTL_FC1_4	0.266741374441477	0.0957583951851498	0.218148760285653	0.0177276871885068	0.197607716665633	0.20401606623358
T104_CTL_FC1_4	0.0403432470008107	0.0642015075970705	0.692156122979972	0.0229770367674669	0.065711962497379	0.114610123157301
K17_CTL_FC1_4	0.0642961302760292	1.81760873780763e-06	0.669665427762182	2.28017842106492e-06	0.134752841777159	0.13128150239747
T3_GARD_BATCH_2	0.129491988503166	0.018237464725361	0.600884238374264	0.0002940044566842	0.169630500791163	0.081461803149361
K34_GARD_BATCH_2	0.163170607313617	0.027893859662334	0.371356239199296	0.0475419206113685	0.306941053727472	0.0830963194859133
K23_LPS_FC1_4	0.106062221257559	0.145822990199622	0.443170371512683	0.0649358617454019	0.229877218710054	0.0101313365746803
T80_CTL_FC1_4	0.0551528808327427	0.130744741914383	0.578669760638619	0.0697168568397865	0.150904477872192	0.0148112819022775
K18_GARD_BATCH_2	0.105161185715576	0.0497429362614314	0.697239543208469	0.0031161264148221	0.0456267076175593	0.0991135007821422
T71_LPS_FC1_4	0.0535191368645908	0.172542571562098	0.123248286885218	0.0960451726841813	0.543692322994479	0.0109525090094318
K12_CTL_FC1_4	0.0644293353290852	0.0309452395312056	0.779145914234939	2.07033890846464e-05	0.0061812779412487	0.119277529574437
K33_LPS_FC1_4	0.0828348053794951	0.16106042092883	0.514831025953367	0.0602674915490796	0.157494117707111	0.0235121384821174
T74_GARD_BATCH_2	0.0736493405650729	0.198929417094307	0.325607131602179	0.013726242105438	0.229214552527191	0.158873316105812
K26_GARD_BATCH_2	0.112672408699687	0.0677496368291193	0.65891902920963	9.88659839394805e-05	0.0753068973577219	0.0852531619199028
K53_GARD_BATCH_2	0.100854922289373	0.177744731597618	0.539364913346891	0.0751774834093121	0.0606053076474858	0.0462526417093195
T109_GARD_BATCH_2	0.191908325894765	0.224316254425734	0.0891975075148582	0.113824820686227	0.326949197969297	0.0538038935091194
T76_CTL_FC1_4	0.0505997122343392	0.39333836070096	0.255660439969982	0.0054171248389624	0.294973719125768	1.06431299878673e-05
T36_LPS_FC5	0.133809206937709	0.236405355903052	0.168921830273492	0.130706670979726	0.330150323723336	6.61218268495288e-06
K38_LPS_FC1_4	0.0503999388132844	0.173894228802468	0.400437699279608	0.0514835740869308	0.323780418203495	4.14081421346776e-06
K18_CTL_FC1_4	0.0694373444282518	0.0443424917250507	0.774549570496977	0.0351647601852567	0.0039074573143223	0.072598375850142
K23_GARD_BATCH_2	0.109127454084575	0.0791488168909047	0.601256839337475	0.0381186439174575	0.095353523050794	0.0769947227187949
K30_GARD_BATCH_2	0.0848440344793226	0.0673868989519668	0.522385319578778	0.0907040366698684	0.190013035383317	0.0446666749367477
T121_LPS_FC1_4	0.0697847376536654	0.0560129470916103	0.551724916890813	0.0075101012912932	0.314651342255199	0.0003159548174198
K8_LPS_FC1_4	0.0534854390862944	0.0143530959973353	0.651966779855459	0.000122170310448	0.226977356194156	0.0530951585563074
T10_CTL_FC1_4	0.166987168777812	0.157254223638201	0.584450866273005	0.0032113677394607	0.058335433497256	0.029760940074266
T73_GARD_BATCH_2	0.281324390212767	0.104000002514408	0.208443380494689	0.0162573101695801	0.220261597673681	0.169713318934876
T36_CTL_FC1_4	0.15851247471203	0.234697743633921	0.368330574881955	0.111041414180316	0.0422082333425266	0.0852095592492512
T72_LPS_FC1_4	0.0682385067135673	0.132212990309108	0.219847795148952	0.146768521016377	0.420299815584461	0.0126323712275355
K35_GARD_BATCH_2	0.0809931672827198	0.110117115500725	0.642964387254905	0.0238346310601106	0.0492234150188299	0.0928672838827092
K6_GARD_BATCH_2	0.0778130674171917	0.167758753497675	0.282044890372957	0.165433851116462	0.235681828685493	0.07126760891022
K44_CTL_FC1_4	0.063143271778284	4.97823446157979e-06	0.802223839260026	3.67249892097458e-06	0.0264693361454876	0.10815490208282
T8_LPS_FC1_4	0.0980096982280533	0.10341418019445	0.287449472739657	0.0578828620765627	0.436887640473458	0.0163561462878188
T28_GARD_BATCH_2	0.169894427092474	0.109051487268866	0.133712566331256	0.186691140235224	0.371846471939852	0.0288039071323285
T13_CTL_FC1_4	0.148309050949503	0.22275366344428	0.243019504161342	0.0771792746677736	0.23709536977695	0.0716431370001514
T65_GARD_BATCH_2	0.0431432971967223	0.0753423223624566	0.654012940444992	0.0092666114509726	0.076047626830813	0.142187201714044
T32_CTL_FC1_4	0.122177319586879	0.209678602828387	0.44958008088934	0.117810703908885	0.0713801911841472	0.029373101602362
K29_GARD_BATCH_2	0.148120741197234	0.0653625430689087	0.470044224548382	0.0599380539020859	0.250882109355522	0.0056523279278672
T46_CTL_FC1_4	0.1863276124191	0.0219209857262674	0.491068744687705	0.0161841741379877	0.162063903643984	0.122434579384955
T78_LPS_FC1_4	0.0289796180317054	0.404100736779043	0.108612534967729	5.97500290342362e-06	0.456448525539113	0.0018526096795076
T14_LPS_FC1_4	0.102423268875137	0.0598866596935444	0.579162224158633	0.0231591055264191	0.235182890823025	0.0001858509232426
K37_LPS_FC1_4	0.0564127655655782	0.256514253758264	0.388995942771381	0.0922180146732115	0.186616056868846	0.0192429663627188
T80_LPS_FC5	0.057682804926119	0.250067015141551	0.480447210503321	0.0619385898846401	0.146172826969244	0.0036915525751255
T28_LPS_FC1_4	0.153273295488713	0.137928653740619	0.156107458469087	0.141888376170417	0.410797751968958	4.46416220493787e-06
K11_CTL_FC1_4	0.078752758373485	0.0659256592815666	0.464576900723562	0.0136531480780582	0.377085268008945	6.2655343831627e-06
T65_CTL_FC1_4	0.0313311874919655	0.03791397491671	0.751122323803508	0.0239749820406167	0.0050445870697704	0.15061294467743
K19_GARD_BATCH_2	0.109284957236421	0.0170294298324954	0.738049171923257	0.0093075896985439	0.0517488922021331	0.0745799591071496
K22_GARD_BATCH_2	0.10593533123845	0.0550345704768774	0.60873439323376	0.0138423732462616	0.145475979986883	0.070977351817768
T113_CTL_FC1_4	0.0617995160622536	0.174864335783575	0.359433352838904	0.0011970913462407	0.276275943672504	0.126429760296523
T121_CTL_FC1_4	0.0639373130989368	0.0524576140988855	0.540356097727222	0.0269291696377158	0.313120792626264	0.0031990128109754
T35_CTL_FC5	0.119104615882508	0.107874545603492	0.608961355805938	0.0014054803947419	0.0869976613269213	0.0756563409863988
T36_GARD_BATCH_2	0.17157651872049	0.252824059116613	0.310997709654392	0.120215145395028	0.101510622615125	0.0428759444983514
T102_LPS_FC1_4	0.0835148587425245	0.0743971316277002	0.273953125736929	0.0271054345323063	0.521111479823874	0.0199179695366665
T43_GARD_BATCH_2	0.208180789382131	0.121365997025029	0.247972252535012	0.0990110663947358	0.211864697256527	0.111605197406565
T5_GARD_BATCH_2	0.0651191478141622	0.0549112748151605	0.686880431490392	1.58629347818173e-05	0.106136137299788	0.0869371456457152
T13_GARD_BATCH_2	0.164089529489578	0.215385201319771	0.129303832616644	0.107410336229698	0.325926620647741	0.0578844796965675
T113_GARD_BATCH_2	0.0602961266607256	0.19881733255503	0.345796109352356	0.0053589345686895	0.264982398084115	0.124749098779083
T70_GARD_BATCH_2	0.0570577530514255	0.123880382635549	0.48395491364067	0.0451350753539498	0.142928641997361	0.147043233321045
T18_CTL_FC1_4	0.13675472211351	0.0319100775566809	0.623456989008375	1.33052130203742e-05	0.134353429255138	0.0735114768532751
T62_CTL_FC1_4	0.160300680995866	0.0804221699455016	0.356535383581298	0.046583244023405	0.246316027162603	0.109842494291326
K52_CTL_FC1_4	0.0596262597811293	0.0596123592733018	0.716852615920081	0.0469465821048685	0.0784214917223919	0.0385406911982277
T84_CTL_FC5	0.0665923650553969	0.143972239215291	0.374577863147993	0.0117745569134661	0.265941753294219	0.137141222373634
T75_LPS_FC1_4	0.0645872219473241	0.170023157674079	0.351634675983499	0.0391377676952323	0.356137006715061	0.0184801699848049
T109_CTL_FC1_4	0.172993582933794	0.265414828512445	0.186206711542984	0.0871411143652204	0.195540436136697	0.0927033265088588
T18_GARD_BATCH_2	0.16632213877349	0.0458898879231346	0.511156419581161	0.0154519873049625	0.14488788554358	0.116291680873673
K11_LPS_FC1_4	0.0659978099609101	0.0319971661874049	0.477517497626164	0.010356762306167	0.410520647682513	0.003610116236841
T28_CTL_FC1_4	0.172808437657545	0.132478566695369	0.346718763465827	0.138673554484595	0.104881849579176	0.104438828117488
T117_LPS_FC1_4	0.0939264576138223	0.180104029036179	0.226375102881442	0.0577396335563806	0.44184821603301	6.56087916617615e-06
T47_CTL_FC1_4	0.13830844116945	0.184551753302896	0.221213984198696	0.0814757382661408	0.192259794510108	0.182190288552708
T27_CTL_FC1_4	0.210622278020822	0.159604904652494	0.299995589248728	0.0683821549525588	0.120965522364797	0.1404295507606
K24_CTL_FC1_4	0.124024170605529	0.0623108227307015	0.664616563989449	0.0254513006323757	0.0406551808207269	0.0829419612212181
T34_LPS_FC1_4	0.118135466740959	0.0720351203501177	0.339042988873998	0.0075282907505563	0.428197412044236	0.0350607212401332
T47_GARD_BATCH_2	0.147335949158629	0.184943753453842	0.234895386208371	0.0506163069143596	0.242176992524875	0.140031611739924
K27_CTL_FC1_4	0.165682125055306	0.109219831839172	0.509571542810147	0.0656177087712428	0.0863376842307436	0.0635711072933889
T72_GARD_BATCH_2	0.111599733384757	0.136218015874785	0.408119232550826	0.0556368055217049	0.168147693607121	0.120278519060805
K22_CTL_FC1_4	0.10056157352188	0.0416989249021948	0.631294584878044	0.0102420968089427	0.137784244177298	0.0784185757116404
K13_GARD_BATCH_2	0.0753297376069073	0.154955040878802	0.0397917304059789	0.0861938194274009	0.438102355655881	0.205627316025029
K34_CTL_FC1_4	0.143388276586079	0.0385754261192898	0.388917661987571	0.0650578553247707	0.256567504336287	0.107493275646003
T41_GARD_BATCH_2	0.186019890136772	0.0479682922481004	0.554283889406024	0.0010073234098948	0.0850291358469207	0.125691468952288
T106_LPS_FC1_4	0.102026834334458	0.105806872786041	0.0614068633007957	0.0210551238087729	0.62722696124554	0.0824773445243926
K10_CTL_FC1_4	0.0354171875250253	0.0489452173270954	0.518485059384839	0.0001237847655117	0.330056456929465	0.0669722940680633
T115_CTL_FC5	0.101250355112141	0.188253721049707	0.354620554513197	0.105842859039536	0.224993948976851	0.0250385613085685
K28_CTL_FC1_4	0.115484995661909	0.058351969765856	0.684871845173268	0.0182753516506509	0.0115175753001523	0.111498262448164
K15_GARD_BATCH_2	0.0934202504601891	0.0493570582244795	0.473633448982487	0.0383426721208686	0.277954629670717	0.0672919405412589
T104_GARD_BATCH_2	0.0411427438481139	0.0612035983130353	0.638374994208247	0.0186217884301638	0.159443458322557	0.0812134168778826
K28_GARD_BATCH_2	0.100698749305829	0.0724431073442006	0.653909133049661	0.0425219534490518	0.0568601144477487	0.0735669424035091
T63_CTL_FC1_4	0.0398171195606906	0.169495663493363	0.276388107619192	0.0264025681163393	0.281190308954681	0.206706232255734
K5_CTL_FC1_4	0.0647524559568875	0.033078785140195	0.605615150137571	2.54349337756036e-05	0.139532296847521	0.156995876984049
T81_CTL_FC1_4	0.134899818537747	0.168656012525811	0.298574318005179	0.128851161478864	0.269016756235644	1.9332167544022e-06
K14_LPS_FC1_4	0.0761245821512799	0.015817373248233	0.685981115529274	0.0005958718139609	0.176057562916493	0.0454234943407598
T7_CTL_FC1_4	0.0972648419003498	0.0077039560525822	0.836474609564365	5.32892565241367e-06	0.0178358098285011	0.040715453728549
K30_LPS_FC1_4	0.0794329976047285	0.0978391119505064	0.533761215943235	0.0804938995245583	0.199254821146471	0.0092179538305011
K7_LPS_FC5	0.0491948465281074	0.287174995184005	0.308724026334979	0.105805848458412	0.246610910567213	0.0024893729272831
T31_GARD_BATCH_2	0.296648255655417	0.0889779770579808	0.324485862069004	0.0622712356992639	0.166307338966234	0.0613093305521007
T113_LPS_FC5	0.0524716824579516	0.130706932035413	0.290195382489166	0.0035555769453877	0.481388049855429	0.0416823762166527
K53_CTL_FC5	0.0846910731219039	0.161421403234361	0.558541258975282	0.132873140287795	0.0052200937351193	0.0572530306455382
K33_GARD_BATCH_2	0.0898974071940132	0.0896678281325305	0.630978077183426	0.040985636284316	0.071688988504542	0.0767820627011725
K17_GARD_BATCH_2	0.0641616661551354	1.08515747554523e-06	0.672698533009828	1.73083230629445e-06	0.143635013850881	0.119501970994374
K27_LPS_FC1_4	0.122636427971095	0.121354563216237	0.333149366746628	0.135501579558072	0.287352771057028	5.29145094036918e-06
K46_GARD_BATCH_2	0.0521935425789461	0.0954670108780382	0.59492086600662	0.0520489612247349	0.122153106992435	0.0832165123192265
T102_CTL_FC1_4	0.0897335127234073	0.062356395346629	0.409493040167683	1.02651489979617e-05	0.333504722745071	0.104902063868212
T12_LPS_FC1_4	0.0507656684994621	0.154494706042603	0.604148452805256	0.0012625625442766	0.18932302508205	5.5850263527822e-06
T75_GARD_BATCH_2	0.0706259788208439	0.138931698087953	0.504922132464328	0.0501926631068284	0.108426207372182	0.126901320147865
T12_GARD_BATCH_2	0.0697164114813874	0.141911850204527	0.68104011223183	9.33819047623817e-05	0.0360963964677597	0.0711418477097345
K26_LPS_FC1_4	0.0884650345331546	0.0858383275886721	0.557228816873357	0.0253570418874759	0.234639626819867	0.0084711522974741
T6_LPS_FC5	0.198973314302746	5.58519517595868e-06	0.390410745746155	2.39882138265436e-05	0.24298769938926	0.167598667152835
T64_CTL_FC1_4	0.0719709433225826	0.0672744496979439	0.313595853330733	0.0633549434899068	0.393389652908998	0.0904141572498358
K38_CTL_BATCH_2	0.0606096118409596	0.128917180311339	0.607221745228966	0.022859501465493	0.113428016493798	0.0669639446594456
T110_GARD_BATCH_2	0.119880474205455	0.0589683768057176	0.695413173406904	0.0001775907065556	0.0448856993435897	0.0806746855317785
K9_GARD_BATCH_2	0.107425299032944	0.147321120400629	0.312255289223401	0.0642825079480497	0.288281934339716	0.0804338490552613
T79_CTL_FC1_4	0.0358626452122588	0.447903553648791	0.20478811490251	0.0303301134654482	0.28094853851013	0.0001670342608623
K8_GARD_BATCH_2	0.0568399883044072	0.0049462537864438	0.713403229018197	9.32095308206158e-06	0.121205945400192	0.103595262537678
T84_GARD_BATCH_2	0.0687302060337471	0.128806062526319	0.39657414470026	0.0084411742162494	0.295678322442887	0.101770090080537
K19_LPS_FC1_4	0.0751529407104768	0.0023476532781642	0.676308159620681	0.0783574119729643	0.141398366210064	0.0264354682076486
K50_LPS_FC5	0.0615843475589767	0.137979458490926	0.45641871822489	0.0214765188462866	0.300116776296405	0.0224241805825156
T27_LPS_FC1_4	0.20434966663951	0.126529637147451	0.12836684469615	0.0791666211732946	0.461554117453587	3.31128900069112e-05
T115_GARD_BATCH_2	0.112338037099926	0.176180229976029	0.18984710707817	0.119314241971632	0.40231723948453	3.14438971277899e-06
K29_LPS_FC1_4	0.124937240652352	0.0999579730890423	0.501833884480414	0.077627868485368	0.19563780703764	5.22625518439871e-06
T40_GARD_BATCH_2	0.277292702063333	0.191507538584771	0.153624964814988	0.155283872851817	0.15213279794035	0.0701581237447407
K30_CTL_BATCH_2	0.102064331710844	0.0509224073032303	0.657377419430029	0.0552425879083198	0.0215803428011151	0.112812910846462
K46_CTL_FC1_4	0.056269158165478	0.0968653799230398	0.617156235610471	0.0335971795997252	0.0959326532916528	0.100179393409633
T9_CTL_FC1_4	0.0585305188446044	0.109011285404759	0.585870713625618	0.0161753992493618	0.209103431809462	0.0213086510661952
T76_LPS_FC1_4	0.0513591055269884	0.324821262818689	0.287962321724223	0.0139279912156475	0.321902834334607	2.64843798458287e-05
T77_LPS_FC1_4	0.0357640914913992	0.0509133800270923	0.559951071329425	1.02523453589345e-05	0.353259312693746	0.000101892112979
K32_GARD_BATCH_2	0.0586979455400347	0.104230223987207	0.676116263100464	0.055666316123667	0.0122149932882256	0.0930742579604005
K38_CTL_FC1_4	0.061225734458412	0.132426586587613	0.603791944781423	0.0149207606661558	0.111309460646259	0.0763255128601379
K26_CTL_FC1_4	0.10918705841671	0.0765040886908135	0.649876975171169	0.0018923808995903	0.0674489726871887	0.0950905241345291
T14_CTL_FC1_4	0.120379710663693	0.0418043813800482	0.665156972022871	1.97438170231328e-05	0.132601270387001	0.0400379217293642
T28_CTL_BATCH_2	0.18113152882494	0.135129232997717	0.34080607145186	0.130321165753367	0.1096477774176	0.102964223554516
T10_LPS_FC1_4	0.136233776458098	0.154206429436522	0.476748975179106	0.0542776520129668	0.178529702400582	3.46451272654639e-06
T8_CTL_FC1_4	0.112020930249071	0.0851811866337746	0.457153814883485	0.0026507206525697	0.257685664446512	0.0853076831345877
K51_GARD_BATCH_2	0.0707468945284595	0.111292837952786	0.591818905929299	0.0735857159883128	0.0635350635101376	0.0890205820910048
T46_LPS_FC1_4	0.140771217653655	0.0303576863633905	0.377761683649754	0.0796349354420008	0.3219215262202	0.0495529506709987
K51_LPS_FC1_4	0.0592726384224715	0.139817589093074	0.525758342231238	0.0817895885276843	0.181084308485211	0.012277533240321
T72_CTL_FC1_4	0.106051650423841	0.102612802448737	0.453416678587973	0.0682027780570114	0.130479785896932	0.139236304585506
K6_LPS_FC5	0.0519019338192768	0.286342745751597	0.129546035911383	0.215992191747667	0.316211365182616	5.72758746042719e-06
T50_LPS_FC5	0.224755610860814	0.0992299108768963	0.146833548790102	0.150906678243974	0.320762995009358	0.0575112562188554
T81_GARD_BATCH_2	0.137360299659764	0.0902593585663624	0.314496979058538	0.122821865883791	0.33506007089134	1.4259402044683e-06
T5_LPS_FC5	0.0548992626033381	0.0404134586970877	0.634650722024819	0.0006889796094739	0.264313619138062	0.0050339579272195
T101_CTL_FC5	0.105462690789452	0.103832656304194	0.195769055019605	0.0205858759174145	0.308314925868505	0.26603479610083
K7_CTL_FC5	0.0309745089754842	0.197542155701266	0.41729057615317	0.246543690936895	0.0253453384682816	0.082303729764903
T119_GARD_BATCH_2	0.0708815557996284	0.0516301489823772	0.661365220496392	0.0180654481769609	0.109823515554764	0.088234110989878
K46_LPS_FC1_4	0.0657606727207217	0.167895292796294	0.481691484670056	0.0388786016614777	0.20746818279505	0.0383057653564009
K15_CTL_FC1_4	0.0937284184694217	0.0326278774184347	0.520216205719718	0.0091501395411057	0.282765024654548	0.0615123341967716
T6_GARD_BATCH_2	0.2540260429957	3.66629934230318e-06	0.320865796782283	9.46093439402931e-06	0.198361346695572	0.226733686292708
K15_LPS_FC5	0.21889604420393	0.0948662531083068	0.262391648856972	0.0894907513645471	0.334342683023519	1.26194427252826e-05
T15_LPS_FC1_4	0.320815638607014	0.0472500984011504	0.334377121663991	0.0335218594161981	0.263992225284785	4.30566268624051e-05
T27_GARD_BATCH_2	0.207267385253656	0.122493028354964	0.166674888914539	0.121185291927666	0.294481747378698	0.0878976581704784
T112_LPS_FC1_4	0.053547338913166	0.17261752250871	0.363317800886944	0.0376746082215968	0.37102934319789	0.0018133862716936
K49_LPS_FC1_4	0.0482333764827541	0.150111559567117	0.487257743694235	0.0581684105717389	0.256223020884236	5.88879991832657e-06
