	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
sample_0	0.179514706	0.1199683239999999	0.24410792	0.101441348	0.126879852	0.2280878539999999
sample_1	0.081759823	0.0815649956	0.5131836200000001	0.059929853	0.075981664	0.187580078
sample_2	0.11428334	0.0956710081999999	0.18219258	0.150281824	0.189165602	0.268405642
sample_3	0.231473714	0.112752106	0.326223956	0.1051885487999999	0.086957163	0.137404533
sample_4	0.187883768	0.119928207	0.268932688	0.1113834078	0.0858044792	0.22606745
sample_5	0.152822732	0.1163085632	0.2802209679999999	0.129590146	0.1005231656	0.2205344279999999
sample_6	0.19080606	0.1037104059999999	0.19472464	0.0937589928	0.1272691068	0.289730788
sample_7	0.2220722599999999	0.1193279529999999	0.334370374	0.0886488238	0.0972312698	0.138349348
sample_8	0.14773269	0.130553688	0.3831412079999999	0.099492024	0.0968919592	0.1421884252
sample_9	0.0719828972	0.0879326998	0.53870031	0.0727932832	0.0882614108	0.140329408
sample_10	0.4109384019999999	0.130752055	0.1755864399999999	0.0470930581999999	0.1117787044	0.1238513379999999
sample_11	0.1076873008	0.1020065856	0.483473052	0.0754298539999999	0.092792528	0.138610704
sample_12	0.0789269532	0.0810025202	0.463387496	0.1048404259999999	0.070849156	0.200993462
sample_13	0.0614959008	0.0871049239999999	0.48366412	0.0879969108	0.0924722984	0.187265898
sample_14	0.085519292	0.0995492269999999	0.533079036	0.0827976211999999	0.0547377264	0.1443171
sample_15	0.2853710259999999	0.114321418	0.363606516	0.0561977646	0.074658152	0.1058450938
sample_16	0.0601811966	0.0720846805999999	0.46074423	0.0808788342	0.0745569054	0.2515541579999999
sample_17	0.0565956428	0.067766609	0.49819442	0.0988087139999999	0.054968348	0.2236662759999999
sample_18	0.109388408	0.1114604911999999	0.4783932199999999	0.0729737516	0.0755823457999999	0.152201752
sample_19	0.120035624	0.0845152832	0.466710574	0.0725653072	0.0831228158	0.1730503939999999
