	Bcells	Monocytes	CD4Tcells	Unknown	CD8Tcells	NK
sample_0	0.0441255962101295	0.331832785949272	0.106271086621894	0.293425936716236	0.0776810377917129	0.146663556710755
sample_1	0.009824640531919	0.151600007059615	0.368602359856867	0.348617512348918	0.0111234834654872	0.110231996737193
sample_2	0.128904311370512	0.27185856746028	0.0324499636629266	0.180577842071978	0.0675669210530538	0.318642394381251
sample_3	0.0444065708999113	0.349216203931336	0.138132443190467	0.341390844985585	0.0179597801190591	0.108894156873642
sample_4	0.0498155831267727	0.30574416787024	0.122417474610811	0.347305365914032	0.078293840538049	0.0964235679400953
sample_5	0.0730412582642434	0.305700886044529	0.157503491832973	0.244028249276073	0.0778484833435888	0.141877631238593
sample_6	0.0538490751590859	0.335576466901984	0.0598730937228735	0.237071993953525	0.135435683861317	0.178193686401214
sample_7	0.0346090059318864	0.307181059730419	0.226614443747069	0.311121224679521	0.0005732941443933	0.119900971766712
sample_8	0.0606737975761301	0.249886136253133	0.212575980489256	0.363839471882718	0.0006029881142058	0.112421625684557
sample_9	0.0437936539653683	0.113587858934202	0.371698186143354	0.320141339239749	0.0002605720022982	0.150518389715029
sample_10	3.31496630593401e-05	0.501731461816569	0.0354208955443241	0.302449675137489	0.0361246784320291	0.12424013940653
sample_11	0.0296917359638419	0.141036956751544	0.319287407304101	0.368904091481438	0.0073073700608419	0.133772438438232
sample_12	0.087899868246792	0.176820814750842	0.412482994685053	0.205082599749529	0.0066314469487858	0.111082275618998
sample_13	0.0404807198511302	0.0858356780593391	0.466175312076666	0.259807358942927	0.0005448723394988	0.14715605873044
sample_14	0.038395696354404	0.16591568386212	0.383930201642129	0.348658169277556	8.79784001586612e-05	0.0630122704636318
sample_15	0.0100119047707852	0.423695430745614	0.19230391603637	0.292805585141165	0.0067434577348007	0.0744397055712649
sample_16	0.0334561393007782	0.111806755510943	0.434801757771551	0.286013426084868	0.0045739147459952	0.129348006585866
sample_17	0.0432796905525922	0.0820860727923195	0.452992470437246	0.347434338864262	9.37503668211384e-05	0.0741136769867596
sample_18	0.0152322235255219	0.200630205843446	0.320170331423429	0.327847535997681	0.0520196535106903	0.0841000496992323
sample_19	0.0344369668745175	0.265766260661361	0.259108564707852	0.277898397006211	0.0560284631189968	0.106761347631063
