Mixture	Bcells	Monocytes	CD4Tcells	Unknown	CD8Tcells	NK
X86_D0	0.0504820605339901	0.280147689971578	0.313741843592982	0.202391970509341	0.0698409650727341	0.0833954703193751
X87_D0	0.0262163367075882	0.309333972139652	0.132883851887568	0.240194072001866	0.244782955038036	0.0465888122252899
X90_D0	0.0492379499657949	0.40282495258185	0.16759715158682	0.157447821153505	0.118554114973096	0.104338009738935
X91_D0	0.031388134318267	0.392241443382378	0.259518845892198	0.184564421392876	0.103898142157375	0.0283890128569059
X92_D0	6.69012734837141e-06	0.365083470663529	0.162253023300467	0.235935196008323	0.178379353291096	0.0583422666092375
X93_D0	0.0262602396995852	0.385906852923507	0.221599062263045	0.173180543381361	0.139918715498769	0.0531345862337325
X94_D0	0.0371003820504047	0.365219119892277	0.202334276723595	0.214685279765165	0.11865869421178	0.0620022473567781
X95_D0	0.0088951730078267	0.158281602738118	0.0827532123567466	0.208000384011854	0.407106418175334	0.134963209710121
X96_D0	0.0	0.322500166354482	0.202864635140248	0.173752273112324	0.119984162824326	0.18089876256862
X99_D0	0.0265815079478204	0.330866615257698	0.175490485398217	0.189846856783419	0.206436827998036	0.0707777066148103
X100_D0	0.0469326158356303	0.307973529278043	0.184519031615011	0.170804420118929	0.145151468802778	0.144618934349609
X102_D0	0.0	0.356156782772574	0.168434426665386	0.184273171703741	0.194095148433737	0.0970404704245623
X104_D0	0.0420441311514889	0.39003286414052	0.105729442098155	0.18004570358513	0.2251036130956	0.0570442459291063
X105_D0	0.0492591056373837	0.380869231013824	0.138678989407061	0.188425467913919	0.183286797870971	0.0594804081568401
X107_D0	0.0359783043960917	0.345095151765489	0.216142448751186	0.196620537585799	0.13835940867911	0.0678041488223244
X108_D0	0.0383924017061432	0.267691742351742	0.187496316174085	0.204078777233539	0.239587695091102	0.0627530674433884
X116_D0	0.0408831376401237	0.402946709776817	0.169878019367838	0.152584170571504	0.127599190565147	0.106108772078571
X118_D0	0.035127227168043	0.318914663338438	0.194441584092143	0.170383074506616	0.213095717512805	0.0680377333819543
X119_D0	0.0537055152251017	0.322743691803569	0.206839782359429	0.178540172386201	0.0885523687809662	0.149618469444733
X122_D0	0.040899397740236	0.386490640710776	0.118041420782731	0.175711112052546	0.192767104320137	0.0860903243935741
X123_D0	0.0334377749086147	0.365366345519513	0.153190214592861	0.217443298041341	0.205474817194138	0.0250875497435331
X124_D0	0.0599488356461269	0.287631727294283	0.197703130425525	0.177929846184014	0.18392002888087	0.0928664315691812
X125_D0	0.0477548118625418	0.417682919173305	0.128386980308484	0.154291236063649	0.222909063057914	0.028974989534106
X126_D0	0.0069006516319891	0.32854521816346	0.129650907327579	0.202812600294625	0.267035552893608	0.0650550696887394
X128_D0	0.056462797270878	0.435875995382863	0.234122031576121	0.163188292898873	0.0815374879487109	0.0288133949225544
X129_D0	0.0321894041257523	0.362841983794596	0.181828420255052	0.16380917670304	0.232595839646586	0.0267351754749737
X132_D0	0.0498510503218469	0.341397385916106	0.165598905306193	0.145748004996137	0.145628349184716	0.151776304275001
X135_D0	0.0508381872725386	0.317052863638983	0.245863595012447	0.149359871214219	0.156296252978719	0.0805892298830934
X136_D0	0.0329468736616353	0.311472063810293	0.209467618737503	0.192358435303713	0.177814877689235	0.075940130797621
X137_D0	0.0475771456261269	0.377681425668257	0.202907389603895	0.152430172332055	0.172169192268033	0.0472346745016337
X138_D0	0.0354551469364693	0.441969438026476	0.213366858981863	0.145113388437474	0.137257832756965	0.0268373348607529
X139_D0	0.0273273651152197	0.308076735578213	0.201439331161299	0.183879605419495	0.256526770715165	0.0227501920106074
X142_D0	0.0449847295160569	0.344968718496787	0.162424268847012	0.185383500322043	0.183426278980604	0.078812503837498
X143_D0	0.0578214634990045	0.330762563323675	0.200917574152055	0.157519847621796	0.198633765302992	0.0543447861004775
X144_D0	0.070887284916487	0.34588927087771	0.163652557943647	0.159606001358472	0.229670035124883	0.0302948497788007
X145_D0	0.0453776438453468	0.426972680774407	0.159041461100893	0.160302065585934	0.0851677817718143	0.123138366921605
X146_D0	0.0545049633250707	0.315542713849584	0.109748739037421	0.183928215520747	0.285545179363509	0.0507301889036683
X147_D0	0.0217086856138758	0.363013429737192	0.164767167681365	0.224723245958045	0.225787471009523	0.0
X149_D0	0.0401357849347841	0.271099749140221	0.137746302215278	0.205266743563274	0.24550475532238	0.100246664824063
X150_D0	0.049438671964332	0.332851313197586	0.174043294262285	0.152280240603116	0.205805373047065	0.085581106925617
X152_D0	0.0486584850486917	0.33442550166702	0.153048521853375	0.158630702196799	0.213998146533031	0.0912386427010836
X153_D0	0.027822744101929	0.425922656140853	0.237026117672607	0.122720182694571	0.139304535176372	0.0472037642136672
X154_D0	0.0265656355594598	0.38269709274202	0.181012441179239	0.140719157559495	0.191581748386025	0.077423924573762
X155_D0	0.036433409218456	0.346619809853473	0.152458902253354	0.202603271319944	0.117683484691301	0.144201122663472
X160_D0	0.0580289152979672	0.342711857042798	0.141140653791505	0.14004619639682	0.188117483323434	0.129954894147476
X161_D0	0.0416710110820666	0.372617076684343	0.206957931996868	0.141134734643842	0.186830608429518	0.050788637163362
X165_D0	0.0204460043760448	0.390480843597439	0.184080416907261	0.175368245653187	0.0861997433751246	0.143424746090944
X167_D0	0.0455488665808913	0.383453062302611	0.282290563588568	0.140271302780316	0.099892822403267	0.048543382344347
X168_D0	0.0481283380008959	0.383773154142223	0.187483059332962	0.145233094032829	0.182019919603086	0.0533624348880036
X169_D0	0.0313570502661959	0.306497559260899	0.147435526299335	0.272895311206204	0.209599470278648	0.0322150826887171
X170_D0	0.0602705642699434	0.299051178626466	0.118951060192908	0.14625491076749	0.272972733519171	0.102499552624022
X171_D0	0.0151474771732328	0.417190265282997	0.173921794371218	0.16680886640645	0.107220927055816	0.119710669710286
X172_D0	0.0458144668055249	0.356101718744517	0.173653797530299	0.124742407750286	0.185865920491749	0.113821688677625
X173_D0	0.0073701463108177	0.375830248150757	0.330724014988883	0.135520556769998	0.105863781363579	0.0446912524159664
X174_D0	0.0453025491106144	0.358858598617939	0.235969143488494	0.149819918074521	0.176401938624645	0.0336478520837868
X175_D0	0.049862543576026	0.312102665785457	0.198760176191133	0.138514497727936	0.173531747242883	0.127228369476565
X179_D0	0.021533994586944	0.338080602323614	0.142461676711322	0.21214733271208	0.147517654348579	0.138258739317461
X181_D0	0.0336211824221355	0.343790959882187	0.196950733399347	0.120167017380065	0.238351943410422	0.0671181635058428
X182_D0	0.0285935375007667	0.31833890104424	0.177329747998602	0.194287544037301	0.146736201298616	0.134714068120473
X183_D0	0.0286086387575567	0.290581231117019	0.175131955806051	0.243432006119691	0.156095462091405	0.106150706108276
X184_D0	0.0482792455167105	0.350094342239144	0.147012257801141	0.161723675273866	0.213259762483221	0.0796307166859169
X186_D0	0.0654400490960649	0.322844078663982	0.0724816900475197	0.174187080346928	0.208578168591911	0.156468933253594
X187_D0	0.0584541184695095	0.267475767741874	0.116316758681596	0.179072763008686	0.231778380868783	0.146902211229551
X189_D0	0.0549341683026991	0.342955507696289	0.23109615628085	0.183155097291154	0.106981904589708	0.0808771658393005
X190_D0	0.0318104444949867	0.27782652254275	0.195845736024513	0.198805589983999	0.199491209215994	0.0962204977377572
X191_D0	0.0458815314076236	0.370932339786312	0.226930210185338	0.152369231406953	0.119050454622493	0.0848362325912795
X194_D0	0.0203338495203361	0.338211384715061	0.171180041391369	0.183329977915956	0.185366146447909	0.101578600009369
X195_D0	0.0002811448776046	0.366017649593403	0.238400575836132	0.215190618047199	0.133348381782347	0.046761629863314
X196_D0	0.0375553085434373	0.267283652812736	0.171525288233774	0.156477493818295	0.255805301603113	0.111352954988645
X197_D0	0.0592272746289838	0.336439726079265	0.204124418784336	0.148737850023701	0.161385501122681	0.0900852293610338
X199_D0	0.0042206173224898	0.313316875966921	0.252044685015798	0.237751352358201	0.115963853564592	0.0767026157719984
X200_D0	0.0300604693063558	0.291862449968753	0.221579153987283	0.193936218551448	0.181344164087873	0.0812175440982867
X201_D0	0.0431302707383641	0.266917617994295	0.186480326599222	0.182297930942549	0.180428974510199	0.140744879215372
X202_D0	0.0427830568768791	0.363602105507589	0.147719590377715	0.181972351728489	0.190148545786422	0.0737743497229059
X203_D0	0.058494974886491	0.271566927849788	0.119993836033553	0.15720111675621	0.273156545611655	0.119586598862303
X204_D0	0.023769241552944	0.274213121171744	0.152368696485149	0.176554079337938	0.280140001547052	0.0929548599051729
X205_D0	0.0379942315437868	0.369792169335323	0.175599988368311	0.195646344033331	0.16633242499062	0.054634841728629
X206_D0	0.0358744220846506	0.366693494224717	0.278960446548393	0.114901164335972	0.134230848822317	0.0693396239839497
X208_D0	0.0445809465501693	0.311390914344441	0.167779647141421	0.203116448991195	0.169658989317477	0.103473053655297
X209_D0	0.0446985974982498	0.33506314431868	0.0735956369765638	0.181437417183315	0.298505583761838	0.0666996202613538
X210_D0	0.0089662157076833	0.348435609045684	0.253897801480674	0.187566320823715	0.129442151778472	0.0716919011637719
X213_D0	0.0329117780238665	0.365805344062359	0.214889434164983	0.193482252693305	0.144676424193804	0.0482347668616823
X214_D0	0.0380096926278874	0.356146278648036	0.106531852180694	0.133350289794894	0.222742851360453	0.143219035388035
X215_D0	0.0139523724742612	0.34094380554007	0.221354545024098	0.161576350701391	0.191221365323268	0.0709515609369117
X217_D0	0.0405155949138492	0.341519427655474	0.148670432867356	0.155567557706557	0.172961058025522	0.140765928831242
X218_D0	0.0465718626370674	0.28647037584693	0.125791641523207	0.150154735520876	0.303271158842546	0.0877402256293731
X219_D0	0.0473455172221539	0.284880620566846	0.153354009019241	0.190180934897869	0.226267919678911	0.0979709986149785
X222_D0	0.0363699354963134	0.339643424908014	0.161895754379701	0.170467779440764	0.174774715074282	0.116848390700926
X223_D0	0.0253321930889581	0.291796632870224	0.0342887889531064	0.171027735104419	0.373849416767625	0.103705233215668
X225_D0	0.0352735900576271	0.308939141699582	0.19483716943644	0.216179362465053	0.181161442561711	0.0636092937795858
X226_D0	0.0588364653282967	0.316804632860816	0.168058000162414	0.162622578619519	0.224904704843659	0.0687736181852947
X228_D0	0.061123063446904	0.26295604965032	0.122521581020316	0.151816956318815	0.245498976302045	0.156083373261599
X230_D0	0.0400701045350329	0.307863262127543	0.206681140547695	0.232720535578048	0.17214115619876	0.0405238010129209
X231_D0	0.0523503258117778	0.349833351780723	0.116083526084901	0.197209327709943	0.156495470923037	0.128027997689617
X232_D0	0.0415136043489879	0.4155341806592	0.179630276574465	0.212026168990451	0.108499005567649	0.0427967638592469
X233_D0	0.0494833575250304	0.213833056648384	0.10483110405224	0.140964732936718	0.354085994547911	0.136801754289718
X234_D0	0.0468308909691633	0.280438820678446	0.127400462848409	0.16904660645806	0.218584510770961	0.157698708274961
X236_D0	0.0526392721863206	0.354208606854307	0.211183810575685	0.159613554386456	0.187240377850569	0.035114378146662
X237_D0	0.0238718230929943	0.372999397038221	0.29212542942605	0.180493705953725	0.113324174485624	0.0171854700033842
X238_D0	0.0570767025635859	0.287437249095764	0.141835939859239	0.141351164688422	0.264077573094656	0.108221370698334
X239_D0	0.0449615980441946	0.326558772814794	0.152868401256749	0.207013346700041	0.212539400970197	0.0560584802140249
X240_D0	0.0531602721361587	0.377960554325205	0.176644810084446	0.150416322097072	0.151104231608474	0.0907138097486437
