	Monocytes	Unknown	CD4Tcells	Bcells	NK	CD8Tcells
T78_GARD_BATCH_2	0.1252911	0.013848567	0.4040329	0.0813838	0.1971055	0.17833816
T119_CTL_FC1_4	0.10705791	0.015734121	0.42456332	0.08141433	0.18088111	0.1903492
K1_LPS_FC1_4	0.10466945	0.011689777	0.4474224	0.08506958	0.17048547	0.18066335
K6_CTL_FC1_4	0.13307965	0.023242185	0.40134946	0.0836336	0.18614227	0.17255285
K1_GARD_BATCH_2	0.11532189	0.019966016	0.42444122	0.083178475	0.17637472	0.18071765
T71_CTL_FC1_4	0.12866393	0.02452308	0.39290303	0.078441344	0.1935286	0.18194
K20_GARD_BATCH_2	0.1177675	0.02192801	0.4161198	0.08631081	0.17735578	0.18051812
T77_GARD_BATCH_2	0.10162464	0.010472688	0.42752546	0.083105445	0.18576366	0.19150804
K23_CTL_FC1_4	0.11509701	0.0192329	0.4163421	0.09023148	0.18439607	0.17470035
T73_LPS_FC1_4	0.12141727	0.01722377	0.38589615	0.10433176	0.19883165	0.17229947
T40_CTL_FC5	0.14075863	0.02396831	0.37460685	0.10211921	0.19014457	0.16840248
T69_CTL_FC5	0.12008689	0.019510562	0.39371473	0.086497724	0.18964359	0.19054657
K49_CTL_FC1_4	0.11338923	0.019412477	0.42276186	0.0808095	0.17764449	0.18598242
K44_GARD_BATCH_2	0.0975951	0.013965338	0.43002754	0.08729489	0.18187565	0.18924154
T30_GARD_BATCH_2	0.13440639	0.024753848	0.39451268	0.07899727	0.18581665	0.18151318
T107_GARD_BATCH_2	0.124926336	0.022175457	0.4174541	0.0776178	0.18138736	0.17643897
K24_LPS_FC1_4	0.10790916	0.013095133	0.42669967	0.096182354	0.17729679	0.17881697
K17_LPS_FC1_4	0.09217494	0.010820933	0.42849284	0.08616125	0.18475074	0.19759937
T106_CTL_FC1_4	0.12528798	0.01932159	0.38118458	0.080611505	0.21007255	0.18352178
T7_LPS_FC1_4	0.091554806	0.01031878	0.4626243	0.0891397	0.1683379	0.17802446
T4_LPS_FC5	0.100625254	0.010473725	0.41766515	0.09253194	0.19403508	0.18466881
T14_GARD_BATCH_2	0.109231986	0.01809663	0.41879746	0.09073866	0.18128416	0.18185118
T64_LPS_FC1_4	0.11295046	0.013958805	0.40585762	0.08443409	0.19197376	0.19082528
K5_LPS_FC1_4	0.10125321	0.009952051	0.43307877	0.0842714	0.19085848	0.18058601
K31_LPS_FC1_4	0.114968285	0.016608126	0.4033258	0.09522604	0.18611743	0.1837544
K28_LPS_FC1_4	0.1093253	0.01601725	0.41887993	0.09232843	0.18095599	0.18249308
K18_LPS_FC1_4	0.101763315	0.015423078	0.4413304	0.085882835	0.17804408	0.17755628
K2_GARD_BATCH_2	0.1709916	0.03955692	0.37961605	0.071088254	0.18021418	0.15853296
K14_GARD_BATCH_2	0.1009947	0.018716788	0.4221631	0.08915688	0.18385868	0.18510985
K33_CTL_FC1_4	0.11539757	0.015690548	0.4294071	0.08608683	0.18030381	0.17311421
K12_LPS_FC1_4	0.10103239	0.011382257	0.43358418	0.08512753	0.17989275	0.18898094
T10_GARD_BATCH_2	0.12707035	0.024560025	0.4030985	0.09346123	0.1790191	0.17279075
K24_GARD_BATCH_2	0.114367716	0.018111033	0.4143457	0.0927711	0.1803376	0.18006684
T106_GARD_BATCH_2	0.12681533	0.019739352	0.37841487	0.082104355	0.21047959	0.18244648
T30_LPS_FC1_4	0.12728676	0.015056772	0.4131265	0.08561206	0.18055813	0.17835984
T12_CTL_FC1_4	0.12061423	0.019616924	0.4252283	0.07925655	0.17618623	0.17909786
T27_CTL_B_BATCH_2	0.1304345	0.026762353	0.38944775	0.093012676	0.19031402	0.1700287
T32_LPS_FC1_4	0.12882377	0.018938411	0.41601884	0.09346721	0.17394839	0.16880341
T109_LPS_FC1_4	0.13310003	0.02356888	0.3819965	0.097428754	0.19054437	0.17336154
T73_CTL_FC1_4	0.12161445	0.021842733	0.38077158	0.09912977	0.20177867	0.17486285
T104_CTL_FC1_4	0.10733401	0.019148877	0.43169412	0.07067902	0.18126751	0.18987644
K17_CTL_FC1_4	0.093088426	0.011799793	0.42385197	0.085631356	0.18578781	0.19984066
T3_GARD_BATCH_2	0.1058734	0.015501111	0.42594272	0.08635119	0.18466868	0.18166286
K34_GARD_BATCH_2	0.11772121	0.016777193	0.3933021	0.09505344	0.19366737	0.18347877
K23_LPS_FC1_4	0.11067967	0.015756404	0.4239412	0.09309088	0.18190059	0.17463133
T80_CTL_FC1_4	0.095738254	0.015544374	0.43988913	0.084603176	0.17310187	0.1911232
K18_GARD_BATCH_2	0.11079124	0.017719835	0.42581967	0.08736039	0.18216987	0.17613906
T71_LPS_FC1_4	0.12460397	0.017989997	0.40561596	0.08068514	0.19217858	0.17892638
K12_CTL_FC1_4	0.104721576	0.015973443	0.425793	0.08184968	0.1806059	0.19105636
K33_LPS_FC1_4	0.111953616	0.014007229	0.43091664	0.08925096	0.18098904	0.1728826
T74_GARD_BATCH_2	0.12973797	0.023225972	0.38836995	0.080822095	0.198207	0.17963707
K26_GARD_BATCH_2	0.11348542	0.019171394	0.41047543	0.09107775	0.18322341	0.18256651
K53_GARD_BATCH_2	0.13092324	0.023576196	0.40262616	0.08783011	0.17833817	0.1767062
T109_GARD_BATCH_2	0.1432861	0.025250899	0.37253195	0.09441697	0.19365424	0.17085993
T76_CTL_FC1_4	0.1253262	0.01716168	0.41842237	0.0827236	0.18252066	0.17384551
T36_LPS_FC5	0.12975615	0.019020902	0.40697432	0.09409592	0.17854024	0.17161258
K38_LPS_FC1_4	0.11853074	0.01532619	0.42698297	0.08094113	0.17747754	0.18074143
K18_CTL_FC1_4	0.10611147	0.018932994	0.4388544	0.08422704	0.17310654	0.1787675
K23_GARD_BATCH_2	0.11694522	0.019042453	0.41378948	0.0913709	0.1855922	0.17325981
K30_GARD_BATCH_2	0.11933522	0.01957062	0.41114193	0.08816659	0.1826321	0.17915356
T121_LPS_FC1_4	0.09886413	0.012767599	0.42773002	0.08744908	0.18132843	0.19186068
K8_LPS_FC1_4	0.09560683	0.010906995	0.44129086	0.082692795	0.18277103	0.18673155
T10_CTL_FC1_4	0.124565065	0.02095078	0.41309053	0.0942548	0.17310415	0.17403468
T73_GARD_BATCH_2	0.12519515	0.021639002	0.37855095	0.101279974	0.19998714	0.17334788
T36_CTL_FC1_4	0.13594472	0.028290099	0.39063248	0.08815407	0.1828892	0.17408946
T72_LPS_FC1_4	0.11939628	0.01875494	0.4103656	0.08183857	0.19083375	0.17881082
K35_GARD_BATCH_2	0.11758929	0.019790553	0.4114613	0.08840599	0.18343908	0.17931376
K6_GARD_BATCH_2	0.13677955	0.024351697	0.39725253	0.08171298	0.18878722	0.1711161
K44_CTL_FC1_4	0.09414957	0.011873165	0.43676424	0.086074874	0.17954013	0.19159804
T8_LPS_FC1_4	0.11060167	0.016272487	0.40381777	0.089559145	0.19311821	0.18663076
T28_GARD_BATCH_2	0.13687733	0.024380252	0.38937822	0.09337858	0.18548438	0.17050119
T13_CTL_FC1_4	0.1393977	0.024674296	0.38131884	0.09177583	0.19231912	0.17051412
T65_GARD_BATCH_2	0.11621585	0.014132648	0.42758965	0.077670835	0.18282895	0.18156213
T32_CTL_FC1_4	0.13601801	0.026887868	0.40478864	0.0882649	0.17522325	0.16881739
K29_GARD_BATCH_2	0.119422235	0.018258499	0.4130255	0.09539795	0.17970489	0.17419094
T46_CTL_FC1_4	0.10637981	0.018234065	0.41269755	0.092490084	0.18969066	0.18050787
T78_LPS_FC1_4	0.12695724	0.0171891	0.40018806	0.079542436	0.19736972	0.17875348
T14_LPS_FC1_4	0.10362475	0.014022384	0.43149915	0.09223908	0.17725688	0.1813577
K37_LPS_FC1_4	0.12509029	0.018429857	0.41512436	0.085442	0.18250163	0.17341185
T80_LPS_FC5	0.10676913	0.019188182	0.43051714	0.08415838	0.17111665	0.18825053
T28_LPS_FC1_4	0.13062376	0.019578528	0.39993837	0.096659295	0.18243821	0.17076184
K11_CTL_FC1_4	0.10255565	0.0136737395	0.42459032	0.09145868	0.18069492	0.18702671
T65_CTL_FC1_4	0.10819251	0.0155476	0.43437025	0.07557789	0.18082775	0.18548402
K19_GARD_BATCH_2	0.105419815	0.017332982	0.42778617	0.08741992	0.17935576	0.18268527
K22_GARD_BATCH_2	0.111031376	0.018188758	0.4183732	0.08866322	0.18437423	0.17936921
T113_CTL_FC1_4	0.12523119	0.019662227	0.3953856	0.0793901	0.19459288	0.18573795
T121_CTL_FC1_4	0.09754024	0.013757138	0.4273102	0.08656173	0.18318719	0.1916435
T35_CTL_FC5	0.11754373	0.017350497	0.42354584	0.08495736	0.17625993	0.18034267
T36_GARD_BATCH_2	0.14100929	0.027430827	0.38536948	0.09221643	0.18353145	0.17044246
T102_LPS_FC1_4	0.10916623	0.013699143	0.40935448	0.08468775	0.19267176	0.19042067
T43_GARD_BATCH_2	0.12520882	0.025190443	0.38736767	0.091650605	0.19299518	0.17758727
T5_GARD_BATCH_2	0.10645205	0.017965361	0.43046024	0.07895388	0.1810179	0.18515056
T13_GARD_BATCH_2	0.14392069	0.024072608	0.3787439	0.09001013	0.19341682	0.16983575
T113_GARD_BATCH_2	0.1281386	0.021786494	0.39133194	0.07967099	0.19596407	0.18310796
T70_GARD_BATCH_2	0.12427901	0.020871885	0.40473393	0.081197634	0.19355698	0.17536053
T18_CTL_FC1_4	0.109434515	0.015582698	0.42024344	0.09231856	0.1827752	0.17964566
T62_CTL_FC1_4	0.12127901	0.01940763	0.39043462	0.0920685	0.19377762	0.18303254
K52_CTL_FC1_4	0.11111366	0.018319994	0.42693678	0.083621055	0.1767824	0.18322617
T84_CTL_FC5	0.12104564	0.017206317	0.4046229	0.07477292	0.19273119	0.18962103
T75_LPS_FC1_4	0.119028494	0.014361828	0.42255604	0.08554878	0.18461579	0.17388912
T109_CTL_FC1_4	0.14128768	0.027337417	0.37145457	0.093968876	0.19285728	0.17309418
T18_GARD_BATCH_2	0.107037514	0.01959173	0.41525206	0.0888289	0.18797942	0.18131039
K11_LPS_FC1_4	0.09617458	0.011159982	0.4343716	0.08650134	0.18078949	0.19100296
T28_CTL_FC1_4	0.13006717	0.026556404	0.391879	0.09029228	0.18510646	0.1760987
T117_LPS_FC1_4	0.12145841	0.015177047	0.40571505	0.08951577	0.18699577	0.18113795
T47_CTL_FC1_4	0.13090986	0.023518322	0.39368954	0.08226742	0.194282	0.17533275
T27_CTL_FC1_4	0.13054982	0.024351707	0.3900001	0.095462084	0.18993145	0.16970488
K24_CTL_FC1_4	0.11106086	0.01886261	0.41817167	0.09021044	0.17880277	0.1828917
T34_LPS_FC1_4	0.11290505	0.012647573	0.41455072	0.08974003	0.19072503	0.17943159
T47_GARD_BATCH_2	0.13229643	0.021547899	0.3940708	0.08569502	0.19303058	0.17335927
K27_CTL_FC1_4	0.12029476	0.022788575	0.40690604	0.095815666	0.18080756	0.1733874
T72_GARD_BATCH_2	0.12787391	0.0215735	0.3968692	0.08386553	0.19127125	0.17854668
K22_CTL_FC1_4	0.10674097	0.017290192	0.42413646	0.086819164	0.18244769	0.18256554
K13_GARD_BATCH_2	0.13591142	0.023047237	0.36630642	0.08114959	0.21108314	0.1825021
K34_CTL_FC1_4	0.11658806	0.018035168	0.39251313	0.09307512	0.19407105	0.18571743
T41_GARD_BATCH_2	0.11188015	0.019320892	0.40999418	0.09349766	0.18700345	0.17830361
T106_LPS_FC1_4	0.11940669	0.012961596	0.39271882	0.085791305	0.20576265	0.18335892
K10_CTL_FC1_4	0.09708292	0.010470402	0.43018913	0.080348544	0.18976954	0.19213952
T115_CTL_FC5	0.13391554	0.023606822	0.39666605	0.08906138	0.17975661	0.17699365
K28_CTL_FC1_4	0.11163361	0.019336505	0.40896338	0.09154817	0.18372858	0.18478979
K15_GARD_BATCH_2	0.11151623	0.01848798	0.40750986	0.08792847	0.18842688	0.1861305
T104_GARD_BATCH_2	0.11146169	0.017066268	0.4297132	0.072911344	0.18165927	0.18718818
K28_GARD_BATCH_2	0.11291956	0.018945603	0.41021734	0.092224285	0.18336183	0.18233147
T63_CTL_FC1_4	0.1331473	0.019782124	0.3831699	0.074124396	0.20300137	0.1867749
K5_CTL_FC1_4	0.110320866	0.013341776	0.42316672	0.08166018	0.19056138	0.18094906
T81_CTL_FC1_4	0.11347105	0.018643407	0.40789512	0.10114013	0.17837197	0.18047838
K14_LPS_FC1_4	0.09363499	0.013627439	0.43961507	0.088926606	0.17957842	0.18461747
T7_CTL_FC1_4	0.09926574	0.012610901	0.45115876	0.08899007	0.16896874	0.17900577
K30_LPS_FC1_4	0.1123942	0.015710974	0.42125505	0.09094965	0.17909467	0.1805954
K7_LPS_FC5	0.12505864	0.019944245	0.4163858	0.085537806	0.18226238	0.1708111
T31_GARD_BATCH_2	0.12639739	0.02365116	0.388365	0.102540255	0.18569984	0.1733464
T113_LPS_FC5	0.11573786	0.01472313	0.4061787	0.08266645	0.19552918	0.1851647
K53_CTL_FC5	0.12412507	0.026252752	0.41334173	0.08015447	0.17215286	0.18397316
K33_GARD_BATCH_2	0.11455607	0.01588492	0.42416054	0.08923336	0.18382902	0.1723361
K17_GARD_BATCH_2	0.0963882	0.01337902	0.41925415	0.08751894	0.18690482	0.19655482
K27_LPS_FC1_4	0.11645532	0.018663468	0.41435593	0.09899279	0.1799938	0.17153865
K46_GARD_BATCH_2	0.114849724	0.018560972	0.41720515	0.08249896	0.188638	0.17824727
T102_CTL_FC1_4	0.11339181	0.016123652	0.4013055	0.08333244	0.19209456	0.19375207
T12_LPS_FC1_4	0.11110666	0.013616091	0.44164652	0.08225303	0.17305376	0.17832398
T75_GARD_BATCH_2	0.12794092	0.02082647	0.40703174	0.08189495	0.1888342	0.17347166
T12_GARD_BATCH_2	0.11717661	0.019992553	0.4264523	0.07874606	0.17728326	0.18034917
K26_LPS_FC1_4	0.108092405	0.014691197	0.4224918	0.09302841	0.1801122	0.181584
T6_LPS_FC5	0.097312674	0.0102943005	0.40514046	0.10047074	0.20009743	0.18668447
T64_CTL_FC1_4	0.11452315	0.018778466	0.39922065	0.07958635	0.19213061	0.1957608
K38_CTL_BATCH_2	0.11786517	0.02167607	0.4155944	0.07975755	0.1825317	0.1825751
T110_GARD_BATCH_2	0.11110973	0.017324835	0.42144018	0.09092109	0.18071489	0.17848934
K9_GARD_BATCH_2	0.13153991	0.022279609	0.39439902	0.0844184	0.1882131	0.17914991
T79_CTL_FC1_4	0.121379256	0.022741534	0.41400224	0.07627936	0.18855982	0.17703786
K8_GARD_BATCH_2	0.101157226	0.014825985	0.43029502	0.08112685	0.18413118	0.18846372
T84_GARD_BATCH_2	0.12267102	0.018063	0.40077388	0.08001263	0.1921343	0.18634516
K19_LPS_FC1_4	0.09667748	0.014943751	0.4424041	0.08609037	0.17584696	0.18403745
K50_LPS_FC5	0.11341507	0.016497068	0.41691858	0.084603846	0.1826792	0.18588632
T27_LPS_FC1_4	0.123350084	0.015221261	0.40156865	0.10403659	0.18644555	0.16937788
T115_GARD_BATCH_2	0.13698214	0.022140702	0.3962439	0.0896692	0.18014744	0.17481653
K29_LPS_FC1_4	0.10919294	0.014786777	0.42874962	0.09746289	0.17343642	0.17637137
T40_GARD_BATCH_2	0.14077075	0.028396806	0.369501	0.10078877	0.19260599	0.16793674
K30_CTL_BATCH_2	0.11431768	0.02109114	0.4101044	0.088084884	0.18365923	0.18274266
K46_CTL_FC1_4	0.11336089	0.01637217	0.42342094	0.081526406	0.18685767	0.17846191
T9_CTL_FC1_4	0.12129043	0.017492894	0.41980156	0.08019864	0.17990516	0.18131135
T76_LPS_FC1_4	0.12014791	0.016745893	0.4206689	0.08279813	0.18335421	0.1762849
T77_LPS_FC1_4	0.09700143	0.008490481	0.43819833	0.08351332	0.17957796	0.19321851
K32_GARD_BATCH_2	0.11760304	0.022665882	0.4178818	0.083641775	0.18126301	0.17694455
K38_CTL_FC1_4	0.11714677	0.020692864	0.41836992	0.07841397	0.18104969	0.18432677
K26_CTL_FC1_4	0.11243035	0.02026646	0.41060966	0.089582354	0.18391941	0.18319179
T14_CTL_FC1_4	0.106596984	0.017082157	0.42490068	0.089979865	0.17737958	0.18406075
T28_CTL_BATCH_2	0.12987895	0.026691807	0.39215901	0.09112585	0.18597488	0.17416947
T10_LPS_FC1_4	0.1128305	0.013969448	0.4313115	0.09894456	0.16953784	0.1734062
T8_CTL_FC1_4	0.11489937	0.01930596	0.3973532	0.08866087	0.19129726	0.18848333
K51_GARD_BATCH_2	0.12205818	0.021466926	0.40927732	0.08489566	0.18373947	0.17856245
T46_LPS_FC1_4	0.10782285	0.015227579	0.41788632	0.09294126	0.18986422	0.1762577
K51_LPS_FC1_4	0.11527226	0.01537972	0.42255124	0.08800168	0.17964707	0.179148
T72_CTL_FC1_4	0.121732846	0.020895	0.40594313	0.08038525	0.1893614	0.18168236
K6_LPS_FC5	0.13550915	0.02238649	0.41057232	0.07936482	0.18120182	0.17096537
T50_LPS_FC5	0.11816488	0.018908562	0.39667177	0.10172864	0.19250819	0.17201798
T81_GARD_BATCH_2	0.11030849	0.017588759	0.41018558	0.099108875	0.18260577	0.18020257
T5_LPS_FC5	0.09864531	0.010829257	0.44676578	0.08232544	0.1765209	0.18491329
T101_CTL_FC5	0.11998876	0.021153456	0.36722037	0.08343246	0.21560614	0.19259878
K7_CTL_FC5	0.13360015	0.027966106	0.40893564	0.078252524	0.1806756	0.17057002
T119_GARD_BATCH_2	0.1135465	0.017281087	0.4152234	0.08492693	0.1839998	0.18502225
K46_LPS_FC1_4	0.11254304	0.016062373	0.42114332	0.08394547	0.18723261	0.17907311
K15_CTL_FC1_4	0.10695107	0.015001109	0.41690698	0.087180056	0.18504494	0.18891583
T6_GARD_BATCH_2	0.10148159	0.016201213	0.39183092	0.09885178	0.20588146	0.18575303
K15_LPS_FC5	0.11759175	0.017511979	0.3998475	0.10516945	0.18560986	0.17426948
T15_LPS_FC1_4	0.11110527	0.013962143	0.39984503	0.11397571	0.1821345	0.1789774
T27_GARD_BATCH_2	0.13447995	0.022691708	0.38769218	0.09603066	0.19077243	0.16833314
T112_LPS_FC1_4	0.120819874	0.016550073	0.4232023	0.08051977	0.1833114	0.17559655
K49_LPS_FC1_4	0.11094281	0.016657881	0.42438018	0.08463673	0.17860132	0.18478099
K30_CTL_FC1_4	0.11422347	0.019904781	0.41378653	0.08820633	0.1806603	0.1832185
T47_LPS_FC1_4	0.14090395	0.021111619	0.39306605	0.08498131	0.19106913	0.16886796
T6_CTL_FC5	0.098591685	0.012066364	0.40154156	0.099192604	0.19947042	0.18913738
K51_CTL_FC1_4	0.11895792	0.020270295	0.41327044	0.0849367	0.18379822	0.17876638
T75_CTL_FC1_4	0.12576541	0.020200742	0.4092213	0.08205743	0.18711372	0.17564134
K32_CTL_FC1_4	0.114694186	0.021338345	0.42267126	0.08255904	0.17946117	0.17927593
K22_LPS_FC1_4	0.10543283	0.012399994	0.43145564	0.08910723	0.18042374	0.18118045
K27_GARD_BATCH_2	0.12747101	0.023954893	0.39815643	0.09608327	0.18403693	0.17029744
T117_CTL_FC1_4	0.123149134	0.020484105	0.39477476	0.08876188	0.18999015	0.1828399
T71_GARD_BATCH_2	0.13465329	0.022064436	0.3896682	0.082714014	0.1936852	0.17721488
T3_CTL_FC1_4	0.10435054	0.015623403	0.4316592	0.08505667	0.17943755	0.1838727
T70_CTL_FC5	0.12356225	0.020252362	0.3960077	0.08004077	0.197109	0.1830279
T35_LPS_FC1_4	0.11310459	0.013658061	0.4305299	0.086533554	0.17663106	0.17954282
T18_LPS_FC1_4	0.10608273	0.012807792	0.42518216	0.09593975	0.18367267	0.17631488
K31_GARD_BATCH_2	0.1185349	0.017976046	0.3974774	0.09400838	0.19099563	0.18100762
K8_CTL_FC1_4	0.09913131	0.016526913	0.43349746	0.07777341	0.18282224	0.19024868
K47_CTL_FC1_4	0.12606938	0.023226395	0.394785	0.082015164	0.19051133	0.1833927
K14_CTL_FC1_4	0.096724816	0.015670914	0.43160212	0.08778137	0.18086582	0.18735497
T120_CTL_FC1_4	0.09112048	0.018083565	0.42775923	0.07993384	0.1850543	0.1980485
T112_CTL_FC1_4	0.13084923	0.02549313	0.40572822	0.0763562	0.18551373	0.17605944
T79_LPS_FC5	0.12308749	0.019954873	0.4153903	0.079462156	0.18411066	0.17799456
T112_GARD_BATCH_2	0.13802937	0.02341615	0.4003463	0.07870973	0.18651469	0.17298375
T101_LPS_FC1_4	0.120327495	0.016167164	0.37194318	0.08741385	0.21299927	0.19114913
T46_GARD_BATCH_2	0.11190604	0.017150782	0.4101712	0.09480617	0.18896206	0.17700379
T69_LPS_FC5	0.120031185	0.016198074	0.399428	0.08771258	0.18992531	0.18670487
T70_LPS_FC1_4	0.1137656	0.015653182	0.4184872	0.0836603	0.19072486	0.17770883
K10_GARD_BATCH_2	0.09995739	0.010017516	0.42679232	0.08095283	0.19358854	0.18869132
K37_CTL_FC1_4	0.1290414	0.020687623	0.40955722	0.08453832	0.18351586	0.17265953
T5_CTL_FC5	0.105040446	0.013970243	0.44129124	0.080062084	0.17551196	0.18412407
K53_LPS_FC1_4	0.116208054	0.01945578	0.42630064	0.08651518	0.17286229	0.178658
T120_LPS_FC5	0.09506359	0.016974201	0.42696893	0.082052864	0.18155684	0.19738361
K7_GARD_BATCH_2	0.13332132	0.024969164	0.4020709	0.084451504	0.18635453	0.16883259
K12_GARD_BATCH_2	0.10572279	0.016821165	0.42090493	0.08313437	0.18257019	0.19084658
T35_GARD_BATCH_2	0.11911545	0.01987933	0.41452584	0.08686694	0.18093956	0.17867284
K50_CTL_FC1_4	0.11768275	0.019269785	0.4073972	0.08554698	0.18340485	0.18669847
